head,text,date
Мировой бокс-офис: Зов джунглей уступил лекарству от смерти,"1. «Бегущий в лабиринте: Лекарство от смерти», 82 млн долларов


Несмотря на сдержанный прием в Штатах, третья часть «Бегущего в лабиринте» стартовала в международном прокате более удачно, чем предыдущие главы. Примерно на 5% лучше, чем второй фильм, и почти на 50% успешнее, чем первый. Триквел даже добился второго по успешности январского старта за всю историю международного кинопроката. Второго после выстрелившего три года назад «Снайпера» Клинта Иствуда. Не последнюю роль в серебряном рекорде сыграла скромная китайская премьера (22 млн долларов), которой заметно поспособствовало затишье на местном рынке. Остальные успешные старты для триквела — Россия (3,9 млн долларов) и Индонезия (3,1 млн долларов).


2. «Падмавати», 30,5 млн долларов


Индийский исторический блокбастер, «болливудская „Матильда“». Режиссер Санджай Лила Бхансали, большой спец по масштабному костюмному кино («Рам и Лила», «Баджирао и Мастани»), взявшись за экранизацию средневековой поэмы про падение города Читторгарха, не думал, что эта трактовка вызовет гнев у тысяч индийских националистов. Вооруженные активисты жгли дорогие декорации, били зеркала, обещали спалить все кинотеатры, которые осмелятся выпустить нечестивый блокбастер на свои экраны.


Премьеру картины пару раз переносили, но на прошлой неделе несколько штатов решили отказаться от ее показа. Несмотря на это, исторический блокбастер недурно стартовал не только в Индии, но и по всему миру. Например, сборы в Штатах — 4,7 млн долларов, одиннадцатое место. В Австралии — 1,4 млн долларов, в Великобритании — 1,2 млн долларов.
«Падмавати»
3. «Тайная суперзвезда», 19,5 млн долларов


На третьем месте снова Болливуд. Благодаря шумному китайскому релизу и культовому статусу Аамира Кхана фильм Адваита Чандана вторую неделю в большом международном топе. Сборы очень крепкие. Фильм держался в Поднебесной все выходные хвост в хвост с голливудской премьерой — триквелом «Бегущего в лабиринте».


4. «Джуманджи: Зов джунглей», 17,7 млн долларов


«Джуманджи» начинает сдавать позиции, а это значит, что пора выбрасывать елку — праздники кончились. Между тем сборы картины Джейка Кэздана составляют на данный момент 822 млн долларов, что делает фильм пятым по успешности проектом за историю студии Sony. Следующий, кстати, в списке на обгон — финальный фильм оригинальной трилогии про Человека-паука с общей суммой в 890 млн долларов.


Новых премьерных стран у картины на прошлой неделе не было, поэтому можно смело назвать пять самых успешных рынков: Китай (72,4 млн долларов), Великобритания (46,4 млн долларов), Австралия (34,8 млн долларов), Франция (26,1 млн долларов) и Россия (24,7 млн долларов).


5. «Тайна Коко», 13,6 млн долларов


Мультфильм студии Pixar с нами давно, но еще полон букерских сюрпризов. Жаль, последние три недели этих сюрпризов замечено не было. Картина четвертый месяц успешно работает на остаточном выхлопе. Самые успешные рынки — Китай (183,5 млн долларов), Мексика (57,8 млн долларов), Франция (31,5 млн долларов), Испания (19,4 млн долларов) и Южная Корея (19,1 млн долларов). Общие сборы по планете — 680,6 млн долларов.


6. «Вечно молодой», 11,8 млн долларов


Третью неделю в международной десятке китайский военный фильм c участием Чжан Цзыи. В картину совсем не верили, но она упрямо держится в местном прокате на третьем месте, сохраняя за собой статус главного национального январского блокбастера. Общие сборы с начала релиза — 96 млн долларов.


7. «Фердинанд», 11,2 млн долларов


Новых премьерных стран тоже не было, кроме Нигерии. Основной тягач бокс-офиса — опять же Китай (18,1 млн долларов за 10 дней). Общие международные сборы мультфильма с начала его проката — 175 млн долларов.
«Фердинанд»
8. «Секретное досье», 10,2 млн долларов


Фильм Стивена Спилберга вышел в 34 странах, которые поделили между собой Universal и Amblin. Из-за этого специфического передела (плюс в Великобритании картину выпустили прокатчики из eOne) арифметика на местах слегка запутанная. Самые удачные старты у Universal — Франция (3 млн долларов, первое место) и Бразилия (0,9 млн долларов, четвертое место).


9. «Величайший шоумен», 10,1 млн долларов


На прошлой неделе заметных премьер у мюзикла с Хью Джекманом тоже не было, но зато уже в пятницу его выпустят в Китае, чуть позднее — в Японии. Сумма за минувшие выходные — крепкий сарафан из Великобритании и Австралии, где лента потеряла за неделю меньше 10% зрителей.


10. «Чудо», 9,9 млн долларов


Доходы фильма перемахнули за 250 млн долларов. Новых премьер не было, но в запасе они еще остались. Преимущественно во второй половине февраля. Лучшие сборы за неделю — Германия (2,1 млн, все еще первое место) и Бразилия (27,3 млн за восемь недель).",30 января 2018
Режиссер «Коллектора» начал сбор средств для своего нового фильма,"На площадке Planeta.ru стартует кампания по сбору средств на производство картины «Праздник» — нового режиссерского проекта Алексея Красовского («Коллектор»). Авторы проекта рассчитывают собрать на съемки ленты 1,5 млн рублей.


Действие картины разворачивается 31 декабря во время блокады Ленинграда. Семья Воскресенских, живущая «на особом положении», готовится отпраздновать Новый год в своем загородном доме, где собрались шесть человек и курица, которую некому приготовить. Раньше у Воскресенских была кухарка, но ее накануне забрали — снаружи наступили тяжелые времена.


Собственно, внутри ситуация тоже нелегкая: младший сын привел голодную девушку, старшая дочь — незнакомого мужчину, за которого собирается замуж. До Нового года остались считанные минуты, а количество проблем растет снежным комом.


Как и в случае «Коллектора», создатели картины планируют ограничить место действия одним домом. При этом авторы отмечают, что «Праздник» — черная комедия, но «светлая и новогодняя».


Изначально финансирование для фильма искали обычным способом, но скандалы вокруг «Матильды» и «Смерти Сталина» заставили создателей обратиться к краудфандингу.


В съемках картины примут участие Ян Цапник («Горько!»), Павел Табаков («Звезда») и Павел Деревянко («Брестская крепость»). Остальной актерский состав пока не объявлен.


Большая часть работы по подготовкам к съемкам, которые планируется начать осенью, уже проведена. Сбор средств позволит отснять и завершить картину.


Продюсеры планируют выпустить «Праздник» зимой.


Сейчас Красовский заканчивает работу над фильмом «Элефант».


Planeta.ru",2 августа 2018
Аарон Пол снимется в третьем сезоне «Мира Дикого Запада»,"Аарон Пол, известный в первую очередь по сериалу «Во все тяжкие», присоединился к актерскому составу третьего сезона «Мира Дикого Запада». Кого именно сыграет актер, не сообщается, но источники уверяют, что Пол точно снимется в нескольких эпизодах.


Действие сериала разворачивается в парке развлечений под названием «Мир Дикого Запада», где специально сконструированные андроиды выполняют любые прихоти посетителей, чтобы те чувствовали безнаказанность и полную свободу действий. Во втором сезоне роботы, устав подчиняться, вырвались из-под человеческого гнета и устроили резню.


Восстание быстро разрослось, но в итоге закончилось неоднозначно: люди смогли уничтожить большую часть андроидов и спасти всех важных гостей, но Долорес (Эван Рэйчел Вуд) смогла пробраться в мир людей, где сразу начала строить собственные планы.


Проект, основанный на одноименном фантастическом фильме 1973 года, разработали Джонатан Нолан и Лиза Джой, которые сейчас работают над сценарием третьего сезона.


Второй сезон «Мира Дикого Запада» получил 21 номинацию на телевизионную премию «Эмми».


Сериал вернется на экраны в 2020 году, но точная дата премьеры третьего сезона не сообщается.


Deadline",14 сентября 2018
«КиноСоюз» хочет подать в суд на министерство культуры,"В заявлении «КиноСоюза», которое поступило в распоряжение редакции «Медузы», авторы отмечают, что прокатные удостоверения используют в России как инструмент цензуры, и требуют ввести уведомительный порядок их получения. Ранее с похожей инициативой выступала Ассоциация владельцев кинотеатров, обвиняя министерство культуры в чрезмерном вмешательстве в дела частного бизнеса прокатчиков и кинотеатров.


Как отмечается в заявлении, система выдачи прокатных удостоверений дает «отдельным „влиятельным“ лицам возможность по своему усмотрению переносить выпуск фильмов или вовсе не выпускать их в прокат». Очевидно, что причиной для заявления стал отзыв прокатного удостоверения у фильма «Смерть Сталина». 23 января под давлением представителей Общественного совета при министерстве культуры, ряда чиновников и кинематографистов ранее выданное прокатное удостоверение было отозвано, а ведомство пообещало дополнительно проверить картину на наличие в ней экстремистского содержания.


По информации «Медузы», «КиноСоюз» собирается подать в суд на ведомство «по факту использования прокатных удостоверений в качестве инструмента цензуры». Под заявлением поставили подписи Алексей Попогребский, Андрей Прошкин, Борис Хлебников, Виталий Манский, Марина Разбежкина, Андрей Плахов, Алексей Федорченко, Олег Березин и Владимир Котт.


Ранее «КиноСоюз» уже вступался за «Матильду», поддерживал обращение Ассоциации кинотеатров к Минкульту, протестовал против ареста Кирилла Серебренникова, однако впервые организация заявила о намерении обратиться в суд.


«КиноСоюз» был создан в 2010 году как альтернатива Союзу кинематографистов, возглавляемому Никитой Михалковым. Это случилось после своеобразного раскола в рядах членов СК. Накануне внеочередного съезда союза группа кинематографистов объявила о своем выходе из СК и создании новой организации. Учредителями «КиноСоюза» стали Эльдар Рязанов, Алексей Герман, Александр Сокуров и другие. Сейчас председателем «КиноСоюза» является режиссер Алексей Попогребский. В состав организации входят почти две сотни режиссеров, продюсеров, сценаристов, кинокритиков.


Meduza",30 января 2018
Колин Фаррелл может сыграть Пингвина в «Бэтмене» Мэтта Ривза,"Студия Warner ведет переговоры с Колином Фарреллом и предлагает актеру исполнить роль суперзлодея Пингвина в фильме Мэтта Ривза «Бэтмен». Вместе с Фарреллом к актерскому составы картины может присоединиться Энди Серкис, которого студия и режиссер видят в образе Альфреда, дворецкого Бэтмена.В случае достижения соглашения между актерами и студией Фаррелл и Серкис появятся на экране вместе с Зои Кравиц (Женщинка-кошка), Полом Дано (Загадочник), Джеффри Райтом (комиссар Гордон) и Робертом Паттинсоном, исполнителем роли Темного рыцаря.В картине Ривза не будет истории происхождения Бэтмена. Вместо этого фильм покажет, как тот стал легендарным защитником Готэма. Зрители увидят 30-летнего Темного рыцаря, который уже сражается с преступностью на улицах родного города, но при этом продолжает разбираться в роли, которую для себя выбрал. Считается, что главным злодеем фильма станет Загадочник, который объединит остальных преступников против Бэтмена.Источник: Deadline 1 / Deadline 2Нажмите «Буду смотреть», и мы предупредим вас, когда фильм выйдет в кино.",6 ноября 2019
Трейлер фильма «Не в себе»: Клер Фой сражается с галлюцинациями,"Молодой женщине в исполнении Клер Фой кажется, что ее постоянно преследует мужчина по имени Дэвид. Она меняет номер телефона, переезжает в другой город, но Дэвид продолжает следовать за ней по пятам. Постепенно она начинает подозревать, что Дэвид — всего лишь плод разыгравшегося воображения, и она добровольно ложится в клинику неврозов для легкого обследования.


Но вместо этого героиня попадает в больницу для душевнобольных. Ее пичкают лекарствами, держат взаперти и строго следят за состоянием. Она пытается разобраться в странной ситуации, но понимает, что даже тут за ней следит Дэвид. Теперь ей предстоит столкнуться со своим самым большим страхом, но неизвестно, реальный он или же рожден побочным эффектом ее состояния.


Дублированный трейлер:

Оригинальный трейлер:

«Не в себе» появится в российских кинотеатрах 29 марта.",30 января 2018
Netflix снимет современную версию «Трех мушкетеров»,"Стриминговый сервис выбрал для фильма сценарий Харрисона Куэри на основе классики Александра Дюма. Подробностей нет, известно лишь, что история д’Артаньяна и трех мушкетеров будет сделана в духе «Миссия: невыполнима». Продюсерами станут Эрик Ньюман и Брайан Унклесс из компании Screen Arcade, сделавшие для Netflix «Яркость» с Уиллом Смитом, а также Скотт Глассголд. Супервайзером от стримингового сервиса выступит Сара Бауэн, тоже работавшая над «Яркостью».


Netflix уже во второй раз выбирает сценарий Харрисона Куэри для работы. В 2017 году сервис купил за миллион долларов военную историю «На тропе войны», которую сценарно доработает и снимет Эндрю Доминик, спродюсирует Ридли Скотт, а главную роль в фильме сыграет Том Харди.",22 марта 2019
Тильда Суинтон и Идрис Эльба снимутся у Джорджа Миллера,"Новый фильм Джорджа Миллера будет называться «Три тысячи лет тоски» (Three Thousand Years Of Longing). Режиссер сам написал сценарий, но его сюжет не разглашается. Известно лишь, что ничего подобного Миллер ранее не снимал и что лента ожидается масштабная.


Кого именно сыграют Идрис Эльба и Тильда Суинтон, также не сообщается.


Последний фильм Джорджа Миллера — «Безумный Макс: Дорога ярости» — увидел свет в 2015 году. Премьера состоялась на Каннском кинофестивале, где картину высоко оценили критики. Боевик с бюджетом 150 млн долларов собрал в мировом прокате 378,8 млн долларов.


Deadline
",26 октября 2018
«Веном» выйдет с мягким рейтингом PG-13,"В Штатах началась предварительная продажа билетов на фильм студии Sony «Веном», в свете чего стало известно, что картина в итоге получила мягкий возрастной рейтинг PG-13, не для детей младше 13 лет. Изначально считалось, что фильм с Томом Харди в роли смертоносного защитника получит суровый R (18+).


Эксперты считают, что создатели отказались от взрослого рейтинга отчасти из-за Человека-паука и Marvel. «Веном» задумывался как самостоятельный проект, но если картина покажет в прокате хорошие результаты, то студия наверняка захочет объединить антигероя с ползучим супергероем, права на которого в скором будущем могут вновь вернуться к Sony.


Рейтинг PG-13, разумеется, еще не означает, что фильм Рубена Фляйшера будет «милым и пушистым». Скорее, студия просто пытается создать для себя несколько путей для развития серии в дальнейшем.


Официальный хронометраж «Венома» — 1 час 52 минуты, что немногим короче привычных двух часов, давно ставших нормой для крупных студийных проектов.


По предварительным подсчетам, «Веном» нацелился в прокате на хорошие 65 млн долларов за первый уик-энд. Если предсказания окажутся правдой, то фильм Sony сможет побить прошлый октябрьский рекорд «Гравитации» Альфонсо Куарона, которая открылась в 2013 году с 55,8 млн долларов (без учета инфляции).


Главный герой картины — журналист Эдди Брок (Харди), который намерен во что бы то ни стало раскрыть темные делишки подозрительной международной корпорации. Вылазка на запретный объект компании оборачивается для него полноценным кошмаром: Эдди становится носителем инопланетного симбиота. Но корпорация не собирается просто так отдавать свою собственность и начинает охоту за Броком и его новым другом. Но вместе они образуют смертоносного защитника Венома и не собираются сдаваться без боя.

«Веном» появится в российских кинотеатрах 4 октября 2018-го.

Collider / THR",14 сентября 2018
Бокс-офис России: Движение вниз,"Данные бокс-офиса указаны по сведениям ЕАИС по состоянию на 29 января. Окончательные цифры могут несколько отличаться.


1. «Бегущий в лабиринте: Лекарство от смерти», 218,5 млн рублей, 762 тысячи зрителей, 29 246 сеансов


«Бегущий в лабиринте» едва не попал в жернова политики Минкульта, почти перемоловшие «Паддингтона», однако прокатчик сумел отбить изначальную дату релиза, 25 января. В итоге третья часть подростковой франшизы финишировала первой с более высокой, чем у «Движения вверх», средней ценой билета (почти 287 рублей). Стартовая касса триквела оказалась меньше, чем у второй части, однако выше, чем у первого фильма. Обеим в свое время в итоге покорилась отметка в полмиллиарда.


2. «Движение вверх», 196 млн рублей (-39,4%), 777 тысяч зрителей, 15 266 сеансов
«Движение вверх»
Советская баскетбольная сборная не три секунды, а целых пять недель разыгрывает победную комбинацию. На счету у «Движения вверх» не только зверская наработка (51 зритель на сеанс), но и почти 2,6 млрд рублей общих кассовых сборов. У «Аватара» Джеймса Кэмерона по прошествии тех же пяти недель было почти на 100 млн рублей меньше.


3. «Zомбоящик», 108,1 млн рублей, 428 тысяч зрителей, 25 660 сеансов


При сравнимом количестве сеансов комедия от Comedy Club Production заработала вдвое меньше «Бегущего в лабиринте», а наработка на сеанс ниже только у «Скифа». Да и рейтинг фильма на КиноПоиске (2,8 балла) подсказывает, что уже на этой неделе набор скетчей со звездами юмористических шоу резко упадет.


4. «Приключения Паддингтона 2», 95,2 млн рублей (+28,9%), 395 тысяч зрителей, 14 591 сеанс
«Приключения Паддингтона 2»
Благодаря полноценному, а не куцему уик-энду (на прошлой неделе из-за чехарды с Минкультом «Приключения Паддингтона 2» вышли в прокат в субботу вместо четверга), лондонский медвежонок увеличил сборы, доведя общую кассу до 193 млн рублей, несмотря на сокращение сеансов из-за выхода «Бегущего в лабиринте» и «Zомбоящика». Однако уже в феврале под давлением оскаровских релизов кинотеатры вновь будут вынуждены пустить под нож сеансы старого репертуара, и спасет медведя только возрастной рейтинг — семейного кино в чистом виде среди грядущих премьер нет.


5. «Астрал 4: Последний ключ», 55 млн рублей (-62%), 213 тысяч зрителей, 9565 сеансов


Четвертая часть хоррор-франшизы уже преодолела планку сборов предыдущего фильма. У третьего «Астрала» в 2015 году было 286 млн рублей, у «Последнего ключа» — уже 326 миллионов.


6. «Форма воды», 30,4 млн рублей (-32,9%), 101 тысяча зрителей, 3694 сеанса
«Форма воды»
За неполные две недели проката новая лента Гильермо дель Торо, получившая 13 номинаций на «Оскар», собрала уже 93,3 млн рублей и показала минимальное среди участников десятки падение в свой второй уик-энд.


7. «Девушка в тумане», 11,1 млн рублей, 35 тысяч зрителей, 1354 сеанса


Неожиданно пробившаяся в лидеры европейская независимая новинка «Девушка в тумане» заработала больше, чем «Джуманджи: Зов джунглей», однако дело не в количестве зрителей, а в цене билета. У итальянского триллера с Жаном Рено она составила максимальные для фильмов из лучшей десятки 322 рубля.


8. «Джуманджи: Зов джунглей», 9,2 млн рублей (-69,5%), 40 тысяч зрителей, 1294 сеанса
«Джуманджи: Зов джунглей»
«Мощная харизма» Дуэйна Джонсона позволяет перезапуску «Джуманджи» удерживаться в десятке шестую неделю подряд, доведя общую кассу до 1,26 млрд рублей.


9. «Скиф», 8,4 млн рублей (-75%), 36 тысяч зрителей, 4286 сеансов


Дебютный фильм Рустама Мосафира — слишком уж специфическая лента с рейтингом 18+, застрявшая где-то между славянским фэнтези, роуд-муви и мистическим хоррором, а подобные жанровые коктейли, да еще и без звезд в главных ролях редко находят живой отклик у кинотеатрального зрителя. Тем не менее противоречивому «Скифу» удалось собрать почти 52 млн рублей. На этом его жизнь в десятке, скорее всего, и закончится. При такой низкой наработке по зрителям сеансы «Скифа» будут первыми на очереди для росписи новыми релизами.


10. «Большая игра», 7,9 млн рублей, 19,5 тысячи зрителей, 652 сеанса


Криминальный триллер Аарона Соркина собрал в российском прокате уже почти 71 млн рублей. У картины по-прежнему отличная наработка по зрителям, в среднем 30 человек на сеанс, даже выше, чем у лидера десятки. Таким образом Джессика Честейн в образе Молли Блум «выгнала» из десятки мюзикл с Хью Джекманом, заработавший в России 414 млн рублей. Такой бокс-офис сделал «Величайшего шоумена» вторым в списке самых кассовых зарубежных мюзиклов в отечественном прокате после «Красавицы и чудовища».


1 февраля в прокат выходят российский триллер «Селфи» с Константином Хабенским, который будет претендовать на место в первой пятерке, номинанты на «Оскар» «Три билборда на границе Эббинга, Миссури» и «Тоня против всех», а также комедия Александра Пэйна «Короче» с Мэттом Дэймоном, получившая неутешительные 50% от критиков на Rotten Tomatoes.


«Плюшевый монстр» попытается втиснуться в нишу детского кино, пока еще плотно занятую «Паддингтоном», однако бразильский мультик с неизвестными российской аудитории персонажами вряд ли вызовет большой ажиотаж, даже несмотря на звездную озвучку (его герои говорят голосами Алексея Воробьева, Михаила Галустяна и Елены Темниковой). Еще две премьеры недели будут завлекать зрителя актрисами: в комедии «Кое-что на день рождения» можно увидеть Шэрон Стоун и Фамке Янссен, в драме «Эйфория» — Алисию Викандер и Еву Грин.",30 января 2018
Винни Пух и акула-убийца: Главные премьеры августа,"2 августа
«Судная ночь. Начало»
«Судная ночь. Начало»
Продукт мастера блокбастеров Майкла Бэя и короля малобюджетного кино Джейсона Блума существует уже пять лет, стоит недорого и регулярно приносит прибыль. Первая «Судная ночь» вышла в 2013 году и рассказывала о мире будущего, в котором существует один день (точнее, ночь), когда можно безнаказанно совершать любые преступления. «Начало», как следует из названия, повествует о зарождении этой традиции. В роли архитектора Судной ночи появляется Мариса Томей. Фильм уже заработал в мировом прокате 100 млн долларов.


«Жаркие летние ночи»
«Жаркие летние ночи»
Мелодрама с новым кумиром зрителей Тимоти Шаламе стартовала с предпоказами еще в конце июля, но широкий прокат начинается только с августа. Шаламе играет неловкого подростка Дэниела, который на досуге продает наркотики и влюбляется в сестру своего коллеги-наркодельца в исполнении Майки Монро из хоррора «Оно (следует за тобой)». Для режиссера Элайджи Байнума это дебют, и, как считают американские критики, ему очень повезло, что Шаламе согласился на главную роль.


«Кристофер Робин»
«Кристофер Робин»
Мальчик из сказок про Винни Пуха вырос и стал взрослым. У Кристофера Робина (Юэн МакГрегор) теперь есть жена (Хейли Этвелл), дочь, работа и при этом совершенно нет фантазии. Но внезапно в жизни Кристофера появляется медвежонок Винни со своими друзьями — и фантазия возвращается. Интересно сравнивать первый ролик фильма с новым: звери прибавили в цвете, а картинка больше не такая тусклая. Ставил фильм Марк Форстер, который уже как-то прогулялся в сказку, созданную популярным писателем в драме «Волшебная страна».


«Шпионская игра»
«Шпионская игра»
Пол Радд в фильме о жизни бейсболиста Мо Берга, выпускника Принстонского университета и юридического факультета Колумбийского университета. Берг знал девять языков, читал по десять газет в день и был участником радиовикторины. Спортсмен-эрудит работал на американскую разведку, встречался с европейским учеными, чтобы выведать тайны разработки ядерного оружия, собирал информацию о группах сопротивления в Югославии. Ранее этот проект разрабатывался на студии Miramax для Джорджа Клуни, но в итоге главная роль досталась Человеку-муравью. Также в фильме заняты Марк Стронг, Конни Нильсен, Гай Пирс и Пол Джаматти.


«Между рядами»
«Между рядами»
Если вы думали, что гипермаркет — это нечто унылое и простое, «Между рядами» вас разубедит. Отдел бытовой химии воюет с «Напитками», «Сладости» дружат со всеми (и особенно — с главным героем, Кристианом), в «Сибири» (отдел замороженных продуктов) вообще один маленький погрузчик, и работники постоянно страдают, и так далее. Двухчасовой фильм Томаса Штубера, показанный в рамках Берлинского кинофестиваля, намекает, что весь мир — гипермаркет, а люди в нем даже не покупатели, а простые сотрудники, и каждый что-то скрывает от коллег — боль, депрессию или агрессивного мужа.
9 августа
«Мег: Монстр глубины»
«Мег: Монстр глубины»
Права на экранизацию книги Стива Олтена про гигантскую акулу-мегалодона, обитающую в Марианской впадине, были куплены студией Disney еще в 1997-м, когда роман был опубликован. С тех пор картина находилась в разработке, сменила несколько студий и режиссеров (на разных этапах проектом интересовались Ян де Бонт, Элай Рот и Гильермо дель Торо). В итоге фильм ставил Джон Тёртлтауб, известный по картинам «Пока ты спал», «Сокровище нации» и «Ученик чародея». Джейсон Стэйтем играет дайвера Джонаса Тейлора, вынужденного спасать от монстра команду исследовательского батискафа.


«Шпион, который меня кинул»
«Шпион, который меня кинул»
Одри (Мила Кунис) и ее лучшая подруга Морган (Кейт МакКиннон) внезапно оказываются в центре заговора международного масштаба, когда в жизни Одри появляется ее бывший бойфренд, агент ЦРУ с целым шлейфом наемных киллеров на хвосте. Сюзанна Фогель, снимавшая фильм, гоняла своих актрис по всей Европе, и получившийся результат понравился зрителям на тест-просмотрах так, что студия Lionsgate решила не топить ленту в июле, сталкивая с блокбастерами, а перенести ее на месяц попозже и выпустить в августе, в относительно спокойное время.


«Бергман»
«Бергман»
К столетию со дня рождения Ингмара Бергмана, которое отмечалось в минувшем июле, выходит много фильмов, но этот, снятый Яне Магнуссон, носит подзаголовок «Год из жизни» и посвящен деятельности режиссера в 1957-м. Магнуссон уже обращалась к творчеству постановщика в 2013 году, когда вышла ее картина «Вторжение к Бергману». Сейчас она не только рассмотрела год, в который прошли премьеры важнейших фильмов Бергмана «Седьмая печать» и «Земляничная поляна», но и охватила непростые отношения режиссера с родственниками.
16 августа
«Слендермен»
«Слендермен»
В основе фильма — популярный интернет-мем о тонком, высоком и безликом гуманоиде в черном костюме. По сюжету группа девочек-подростков увлекается расследованием тайны Слендермена, но городская легенда становится реальностью и начинает их преследовать.


«Mamma Mia! 2»
«Mamma Mia! 2»
Тот редкий случай, когда критики считают, что продолжение получилось лучше оригинала: у первого мюзикла по песням ABBA было 54% «свежести» на Rotten Tomatoes, у второго — 79%. «Mamma Mia! 2» — это и сиквел и приквел: продолжаются события первого фильма, но при этом флешбэки переносят зрителя во времена молодости Донны (эту героиню играют Лили Джеймс и Мэрил Стрип). Мы узнаем, как она прибыла на остров Калокаири и познакомилась с тремя обожателями, один из которых стал отцом ее дочери (Аманда Сайфред). В роли матери Донны появляется певица Шер.
23 августа
«22 мили»
«22 мили»
Режиссер Питер Берг после провала фантастики «Морской бой» предпочитает реагировать на повестку дня, снимая реалистичные фильмы («Глубоководный горизонт», «День патриота»). Новая картина Берга — результат уже четвертого сотрудничества постановщика с Марком Уолбергом. На сей раз актер играет оперативника тайного отдела ЦРУ Джеймса Сильву, который получает задание вывезти из Индонезии полицейского, обладающего важной информацией (его играет Ико Уайс, знакомый зрителю по франшизе «Рейд»). До спасительного самолета всего 22 мили (35 километров), но за подопечным Сильвы охотятся плохие парни, поэтому путь будет нелегким.


«Альфа»
«Альфа»
Режиссер этой ленты Альберт Хьюз когда-то вместе с братом Алленом Хьюзом снимал «Из ада» и «Книгу Илая». Главный герой «Альфы», юноша (Коди Смит-МакФи) живет во времена позднего палеолита в Европе (20 000 лет назад). Будучи отрезанным от своего племени во время охоты, герой пытается найти путь домой и заодно приручает дикого волка. Премьера фильма была запланирована еще в сентябре 2017-го, но по каким-то причинам студия Sony несколько раз переносила ее. По данным инсайдеров, это никак не связано с качеством фильма.


«Отель „Артемида“»
«Отель „Артемида“»
Джоди Фостер, Стерлинг К. Браун, София Бутелла, Джефф Голдблюм, Закари Куинто, Чарли Дэй и Дэйв Батиста в триллере об отеле, куда приходят разные преступники, чтобы подлатать себя и передохнуть между заданиями. Управляет «Артемидой» суровая Медсестра, которой предстоит несколько неприятных дней: криминальный босс заявляется в отель в поисках двух новых гостей, похитивших некий предмет. Критики приняли картину прохладно, но при этом хвалят изобретательный экшен и актерский состав.


«Не волнуйся, он далеко не уйдет»
«Не волнуйся, он далеко не уйдет»
Разработка этой мелодрамы длилась с 1998-го, когда вышли мемуары неполиткорректного карикатуриста Джона Каллахана. Тогда права приобрел Робин Уильямс, хотевший, чтобы Гас Ван Сент экранизировал книгу. Но в итоге фильм был снят только сейчас, и художника, оставшегося парализованным после аварии, играет Хоакин Феникс. Ван Сент показывает, как Каллахан жил до аварии и как инвалидность повлияла на его восприятие мира. Картину тепло приняли на фестивалях «Сандэнс» и в Берлине, но наград она пока не собрала.
30 августа
«2001 год: Космическая одиссея»
«2001 год: Космическая одиссея»
Уникальная возможность посмотреть шедевр Стэнли Кубрика на большом экране. Кинотеатры IMAX будут показывать так называемую «невосстановленную» копию фильма, реставрацию которой курировал Кристофер Нолан. Впервые со времен оригинального выпуска 70-миллиметровая пленочная копия была отпечатана с новых исходных материалов, сделанных с оригинального отснятого негатива. Никаких трюков оцифровки, эффектов ремастеринга или монтажных склеек. Это нереставрированная копия фильма, воссоздающая тот кинематографический опыт, который зрители испытали 50 лет назад.


«Как женить холостяка»
«Как женить холостяка»
Киану Ривз и Вайнона Райдер в третий раз после «Дракулы» и «Помутнения» встречаются на большом экране. На сей раз в романтической комедии продюсера сериалов «Без ума от тебя» и «Безумцы» Виктора Левина. Фрэнк и Линдси не были знакомы друг с другом, но едут на одну и ту же свадьбу. В дороге и на мероприятии они постоянно оказываются рядом, как будто кто-то специально сталкивает их друг с другом.


«Гоголь: Страшная месть»
«Гоголь: Страшная месть»
Финальная часть трилогии о злоключениях писателя Николая Васильевича Гоголя (Александр Петров) на хуторе близ села Диканька. Черный всадник, что лихо расправляется с девушками, наверняка будет пойман, поскольку на сей раз у Гоголя в помощниках снова окажется столичный сыщик Яков Гуро (Олег Меньшиков). Две первые части собрали в российском прокате 15 млн долларов.


«Нас не догонят»
«Нас не догонят»
Российские локализаторы явно нацелены на аудиторию, помнящую шлягер группы «t.A.T.u.» 17-летней давности. Однако под этим переводом скрывается картина под названием «Игроки», довольно неплохо встреченная в Каннах в этом году (демонстрировалась в секции «Двухнедельник режиссеров»). Когда Элла (Стэйси Мартин) встретила Абеля (Тахар Рахим), ее жизнь изменилась. Ее новый возлюбленный — азартный игрок. Вместе с ним девушка открывает для себя совсем другой Париж: в нем работают подпольные казино, кипит адреналин и рекой текут деньги. Из-за наличия в фильме парочки, связавшейся с криминалом, американские критики сравнивали ленту с «Настоящей любовью» и «Прирожденными убийцами».",2 августа 2018
