head,text,date
«Бруклин 9-9» продлили на восьмой сезон,"
«Бруклин 9-9» продлили на восьмой сезон


Новости


 
 
 
 
 
 




На днях стала известна дата выхода седьмого сезона комедийного шоу «Бруклин 9-9», который вернётся в эфир 6 февраля 2020 года. Вслед за этим последовала новость, что телеканал NBC решил не медлить и дать свет восьмому сезону сериала, дата выхода которого пока неизвестна.
Напомним, что ранее «Бруклин 9-9» выходил на канале Fox, однако после пятого сезона и возможного закрытия перешёл в руки NBC.
Сериал рассказывает о буднях полицейского Джейка Перальты, а также его коллегах. Седьмой сезон станет самым коротким — в нём будет 13 эпизодов.
Источник: The Hollywood Reporter

15.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",15.11.2019
Супер секретно: Вышел новый трейлер мультфильма «Камуфляж и шпионаж»,"
Супер секретно: Вышел новый трейлер мультфильма «Камуфляж и шпионаж»


Новости


 
 
 
 
 
 




Студия 20th Century Fox поделилась свежим трейлером к своему грядущему мультфильму «Камуфляж и шпионаж». В нём можно услышать новый сингл Then There Were Two Марка Ронсона.
В центре сюжета окажутся шпион высшего класса Лэнс Стерлинг и юный учёный Уолтер Беккет. Они совсем не похожи друг на друга, но судьба сводит их вместе. Теперь супершпиону, каждый день спасающему мир от опасности, и затворнику, застрявшему в ловушке собственных гаджетов, придётся стать прочным тандемом и предотвратить всемирную угрозу.
Российская премьера назначена на 9 января 2020 года.
 




18.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",18.11.2019
HBO анонсировал дату выхода «Нового Папы»,"
HBO анонсировал дату выхода «Нового Папы»


Новости


 
 
 
 
 
 




Стало известно, что продолжение сериала Паоло Соррентино «Молодой Папа», в этот раз получившее название «Новый Папа», выйдет на HBO уже 13 января. Во втором сезоне будут задействованы Джуд Лоу, Джон Малкович, Шэрон Стоун, Юлия Снигирь, Мэрилин Мэнсон и др.
В центре сюжета — жизнь и правление Папы Римского Пия XIII, который является самым молодым понтификом в истории. После событий первого сезона, в финале которого Ленни впадает в кому в Венеции, Ватикану предстоит выбрать нового Папу. Выбор служителей церкви падает на меланхоличного аристократа.
Премьера двух эпизодов нового сезона состоялась на Венецианском кинофестивале.
 

27.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.11.2019
Трейлер байопика Рэйфа Файнса «Белая ворона» о Рудольфе Нурееве,"
Трейлер байопика Рэйфа Файнса «Белая ворона» о Рудольфе Нурееве


Новости


 
 
 
 
 
 




Подоспел трейлер биографической драмы «Белая ворона», посвящённой истории звезды мирового балета Рудольфа Нуреева. Режиссёром картины выступил британский актёр и постановщик Рэйф Файнс, он же сыграл одну из главных ролей
В 1961-м году Рудольф Нуреев (Олег Ивенко), выдающийся 22-летний танцор из всемирно известной балетной труппы, отправляется в свою первую поездку за пределы Советского Союза ‒ на гастроли в Париж. Однако сотрудники КГБ пристально следят за каждым его шагом и подозрительно относятся к поведению танцора и его дружбе с молодой парижанкой Кларой Сен (Адель Экзаркопулос). Вскоре в жизни Нуреева наступает роковой момент, когда он вынужденно принимает душераздирающее решение и отказывается возвращаться обратно в СССР, став первым советским артистом-«невозвращенцем». Нуреев находит на Западе новых друзей и почитателей, но теряет связи со всем, что любил и ненавидел на родине, а также подвергает страшной опасности своих родных и близких.
В актёрский состав байопика также вошли Сергей Полунин, Чулпан Хаматова, Луис Хоффманн, Оливье Рабурдин, Рафаэль Персонна, Андрей Ургант, Равшана Куркова, Надежда Маркина и Виталий Коваленко.
Адаптированный сценарий по мотивам книги Джули Кэвэны «Рудольф Нуреев: Жизнь» написал двукратный номинант премии «Оскар» Дэвид Хэйр («Часы», «Чтец»).
Премьера «Белой вороны» ожидается 22 марта.
 
 




25.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.01.2019
Кевин Смит снял короткометражку про Джея и Молчаливого Боба для взрослых,"
Кевин Смит снял короткометражку про Джея и Молчаливого Боба для взрослых


Новости


 
 
 
 
 
 




В преддверии американского релиза комедии «Джей и Молчаливый Боб: Перезагрузка» Кевин Смит и Джейсон Мьюз снялись в короткометражном фильме The Pool Boy Cometh. В ней герой Смита приходит чистить бассейн в дом к персонажу Мьюза, что впоследствии оказывается порно пародией.
Напомним, что новый фильм расскажет о приключениях Джея и Молчаливого Боба, которые вновь отправляются в Голливуд, чтобы остановить съёмки перезапуска экранизации «Пыхаря и Хроника». Подробности проката в России пока неизвестны.


14.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",14.10.2019
"Дуэйн Джонсон рассказал, когда начнутся съёмки «Чёрного Адама»
 ","
Дуэйн Джонсон рассказал, когда начнутся съёмки «Чёрного Адама»
 


Новости


 
 
 
 
 
 




Исполнитель роли Чёрного Адама Дуэйн Джонсон поделился в Twitter информацией о начале съёмок сольного фильма. По его словам, ленту начнут снимать в июле 2020 года.

Very cool man, thank you.
		Amazing detail.
		This project has been with me for over 10yrs
		Production begins this July.
		Appreciate the support. #blackadam #dc https://t.co/h8TPXMbcTx
	— Dwayne Johnson (@TheRock) October 18, 2019

Чёрный Адам является противником Шазама, чей фильм вышел в апреле 2019-го. Изначально роль Шазама предлагали Джонсону, но тот отказался в пользу Адама. Ранее актёр упоминал, что персонаж будет похож на «Грязного Гарри» Клинта Иствуда.
Режиссёром «Чёрного Адама» выступит Жауме Кольет-Серра (работали с Джонсоном над предстоящим «Круизом по джунглям»). Сценарий разрабатывал Адам Штикель («Рэмпейдж»). Даты выхода сольника пока нет.

20.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",20.10.2019
"Дополнен состав новой экранизации «Ребекки» от Netflix
 ","
Дополнен состав новой экранизации «Ребекки» от Netflix
 


Новости


 
 
 
 
 
 




В новой версии «Ребекки» от британца Бена Уитли («Перестрелка», «Высотка») уже заняты Арми Хаммер, Лили Джеймс и Кристин Скотт Томас.
Теперь к съемкам присоединились: Сэм Райли («Малефисента»), Энн Дауд («Рассказ служанки»), Кили Хоуз («Телохранитель») и Бен Кромптон («Игра престолов»).  
Основанная на готическом романе Дафны дю Морье «Ребекка» рассказывает об аристократке Максимилиане, чья супруга Ребекка недавно скончалась. На отдыхе в Монте-Карло он знакомится с богатой дамой и ее юной компаньонкой. Максимилиан влюбляется и позднее женится на девушке. Чем дальше продвигаются отношения пары, тем быстрее молодая жена понимает: призрак и воспоминания о Ребекке все еще рядом и не отпустят ее еще долгое время.
Знаменитый фильм Альфреда Хичкока, вышедший в 1940 году, стал классикой жанра «триллер» и завоевал премию «Оскар» как лучший фильм. В картине снимались Лоуренс Оливье и Джоан Фонтейн. В новой версии Хаммеру будет отдана роль Максимилиана, Джеймс — его безымянной жены. Скотт Томас воплотит образ главной антагонистки, миссис Дэнверс. Кого воплотят «новобранцы» картины, не сообщается.
 

	Слева направо: К. Хоуз, С. Райли, Э. Дауд, Б. Кромптон
Источник: Variety

01.06.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",01.06.2019
Стали известны претенденты на роль нового Джеймса Бонда,"
Стали известны претенденты на роль нового Джеймса Бонда


Новости


 
 
 
 
 
 




Согласно прогнозам британских букмекеров, главным кандидатом на роль легендарного агента Джеймса Бонда является Том Хиддлстон. На втором месте — Джастин Хартли, а на третьем — Ричард Мэдден. Последний произвёл большое впечатление на продюсеров в своём новом сериале «Телохранитель».
Среди основных претендентов также рассматриваются Джеймс Нортон и Идрис Эльба, имя которого уже неоднократно фигурировало при обсуждении продолжения шпионской франшизы. 
Напомним, что Дэниэл Крэйг всё ещё собирается оставить пост агента 007. Новым режиссёром «бондианы» назначен Кэри Фукунага. Он занял место Дэнни Бойла, который покинул проект из-за разногласий с продюсерами. Очередная дата премьеры новой картины сместилась на апрель 2020 года.
 

20.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",20.02.2019
"Руперт Гринт рассказал, как хотел уйти из «Гарри Поттера»","
Руперт Гринт рассказал, как хотел уйти из «Гарри Поттера»


Новости


 
 
 
 
 
 




В недавнем интервью британскому изданию The Guardian исполнитель роли Рона Уизли, лучшего друга Гарри Поттера, признался, что съёмки в картинах далеко не всегда давались ему легко.
Руперту Гринту было тяжело переносить длительные разлуки с родными, ещё сложнее было совмещать работу и учёбу. В какой-то момент актёр решил покинуть проект и передать свою роль другому. К счастью, он быстро отказался от этой идеи.

«Участие в этих картинах требовало огромных жертв», — подчеркнул актёр.

И всё же, Руперт признаёт, что именно благодаря «Гарри Поттеру» стал таким популярным. В конце декабря с участием Гринта выходит новый сериал под названием «Убийства по алфавиту».
 
 

10.12.2018














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",10.12.2018
Вышел второй трейлер «Тройной границы» с Беном Аффлеком,"
Вышел второй трейлер «Тройной границы» с Беном Аффлеком


Новости


 
 
 
 
 
 




Netflix показали второй трейлер криминального экшен-триллера «Тройная граница» с Беном Аффлеком, Оскаром Айзеком, Чарли Ханнэмом, Педро Паскалем и Гарретом Хедлундом в главных ролях.
Сюжет боевика основан на газетной статье, посвящённой организованной преступности, процветающей на знаменитой пограничной зоне между Парагваем, Аргентиной и Бразилией. В центре внимания находится группа южноамериканских бандитов, которые используют печально известную «тройную границу» в своих целях ‒ для ограбления местного наркокартеля.
Режиссёром многострадальной картины выступил Джей Си Чендор, он же написал сценарий вместе с Марком Боалом. Изначально в проекте планировали сняться Том Харди и Ченнинг Татум, затем им на смену пришли Махершала Али и Кейси Аффлек, но и они впоследствии отказались от своих ролей.
Премьера «Тройной границы» ожидается 13 марта.
 
 




15.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",15.02.2019
Мэтт Смит снимется в хорроре Эдгара Райта «Последняя ночь в Сохо»,"
Мэтт Смит снимется в хорроре Эдгара Райта «Последняя ночь в Сохо»


Новости


 
 
 
 
 
 




Как сообщает Deadline, к касту психологического хоррор-триллера «Последняя ночь в Сохо» от режиссёра Эдгара Райта примкнули Мэтт Смит («Доктор Кто», «Корона») и Томасин МакКензи («Не оставляй следов»).
Главная роль в фильме отведена звезде «Сплита» и «Ведьмы» Ане Тэйлор-Джой. Детали сюжета по-прежнему держатся в тайне, известно лишь, что действие развернётся в Лондоне. По словам Райта, главными источники вдохновения для него стали «А теперь не смотри» и «Отвращение» Романа Полански.
Над сценарием работали Кристи Уилсон-Кэрнс («Страшные сказки») и сам Эдгар Райт. Съёмки картины стартуют уже этим летом, дата релиза и имена остальных участников актёрского состава пока не разглашаются.
 

22.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",22.02.2019
Набор персонажных постеров киноверсии «Дамбо» Тима Бёртона,"
Набор персонажных постеров киноверсии «Дамбо» Тима Бёртона


Новости


 
 
 
 
 
 




Entertainment Weekly выложили в Сеть порцию персонажных постеров киноадаптации «Дамбо» от режиссёра Тима Бёртона с участием героев Майкла Китона, Евы Грин, Дэнни ДеВито и Колина Фаррелла.
Оригинальный «Дамбо» был выпущен в 1941 году и стал четвертым полнометражным мультфильмом студии. В центре сюжета находится цирковой слоненок с необычайно большими ушами, из-за которых над ним издеваются остальные обитатели цирка. Но вскоре Дамбо обнаруживает, что он может использовать свои уши для того, чтобы летать.
Картина Бёртона представит собой смесь компьютерной графики и игровой картины. В качестве сценариста проекта значится Эрен Крюгер, работавший над «Трансформерами» и «Братьями Гримм».
На широких экранах «Дамбо» окажется 28 марта.
     

04.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",04.01.2019
Лучший стрелок: Вышел трейлер нового «Топ Гана» с Томом Крузом,"
Лучший стрелок: Вышел трейлер нового «Топ Гана» с Томом Крузом


Новости


 
 
 
 
 
 




После неожиданного появления Тома Круза на конвенте Comic Con студия Paramount решила не томить ожиданием и выложила полноценный трейлер к сиквелу «Лучшего стрелка» — «Топ Ган: Маверик».
Оригинальная лента стартовала в прокате в 1986 году и получила «Оскар» за лучшую песню. Круз вернется к роли пилота ВМС Мэверика. Оставив службу, он стал работать на земле и занялся обучением новичков. Но времена меняются, а вместе с ними меняется техника и правила воздушного боя. Когда возникает угроза замены живых летчиков роботами, Мэверик решает вернуться за штурвал и показать, что такое высший пилотаж.
Режиссером выступил Джозеф Косински («Обливион», «Трон: Наследие»). Также в ролях появятся: Майлз Теллер, Дженнифер Коннелли, Эд Харрис, Вэл Килмер, Гленн Пауэлл, Льюис Пуллман и др.
«Топ Ган: Мэверик» выйдет в российский прокат 16 июля 2020 года.
 



 

19.07.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",19.07.2019
Том Харди и Ридли Скотт поработают над «Рождественской песнью»,"
Том Харди и Ридли Скотт поработают над «Рождественской песнью»


Новости


 
 
 
 
 
 




Создатель сериалов «Острые козырьки», «Табу» и монодрамы «Лок» Стивен Найт поведал о своём новом проекте – экранизации «Рождественской песни» Чарльза Диккенса от BBC One и некоей американской компании.
Главную роль в трёхчасовом минисериале исполнит Том Харди, который также возьмёт на себя обязанности продюсера месте с Ридли Скоттом. Всего Найт подумывает адаптировать пять классических произведений Диккенса, выпустив их в данном формате в течение ближайших шести или семи лет.
Постановщик собирает звёздный актерский ансамбль, чтобы задействовать его во всех пяти проектах. Начало съёмок «Рождественской песни» ожидается уже совсем скоро, тогда как релиз должен состояться в конце декабря этого года. За ней последуют телеверсии «Дэвида Копперфильда», «Оливера Твиста» и «Больших надежд».
 

22.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",22.01.2019
"В Сети появился первый трейлер сериала «Ведьмак»
 ","
В Сети появился первый трейлер сериала «Ведьмак»
 


Новости


 
 
 
 
 
 




Стрим-сервис Netflix поделился первым роликом к предстоящему «Ведьмаку». Главную роль Геральта в сериале исполнил Генри Кавилл.
«Ведьмак» — экранизация цикла фэнтези-романов Анджея Сапковского. Действие происходит в мире, где монстры и люди вынуждены делить территорию. Когда чудовища становятся слишком опасными, обычные люди прибегают к помощи ведьмаков — охотников на монстров. Главным героем серии выступает ведьмак Геральт из Ривии, который регулярно оказывается в самом эпицентре важных событий.
Также в проекте участвовали Аня Чалотра (Йеннифэр) и Фрейя Аллан (Цири). Шоураннером и создателем сериала выступил Лорен Шмидт Хиссрич («Сорвиголова»).
У «Ведьмака» пока нет даты выхода, но Netflix планирует выпустить его до конца года.
 
 




20.12.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",20.12.2019
Нил Бломкамп снял короткометражку по игре Anthem,"
Нил Бломкамп снял короткометражку по игре Anthem


Новости


 
 
 
 
 
 




Режиссёр Нил Бломкамп и Oats Studios выпустили новую научно-фантастическую короткометражку под названием Conviction. Ролик, созданный в сотрудничестве со студией BioWare, основан на вселенной игры Anthem и является её приквелом.
Действие Conviction разворачивается за десятки лет до событий оригинальной игры. В центре внимания оказывается противостояние Фрилансеров — опытных пилотов, сражающихся в боевых экзокостюмах-джавелинах — и главного антагониста Anthem Надзирателя, лидера грозной фракции Доминион.
 


14.02.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",14.02.2019
"Квентин Тарантино отказался переделывать «Однажды в… Голливуде» для китайского проката
 ","
Квентин Тарантино отказался переделывать «Однажды в… Голливуде» для китайского проката
 


Новости


 
 
 
 
 
 




Режиссёр Квентин Тарантино не будет делать специальную версию своего нового фильма «Однажды в… Голливуде» для релиза в Китае. Об этом постановщик заявил Variety.
Ранее стало известно о запрете китайских властей на показ фильма в стране. Изменения вступили в силу перед началом проката 25 октября. По словам источников, это связано с тем, как изображён в фильме Брюс Ли.
Дочь Ли Шеннон якобы сама обратилась к китайским чиновникам с просьбой не допустить прокат фильма в Китае в связи с неуважительным отношением к Ли (Майк Мо) в фильме. В одной из сцен Ли и каскадёр Клифф Бут (Брэд Питт) вступают в шуточный бой, договариваясь не бить друг друга по лицу. В ключевом моменте Буту удаётся с силой отбросить Ли в сторону машины, оставив на ней вмятину.
По словам Шеннон, в действительности её отца никто бы не смог одолеть. Тарантино ответил, что, судя по множеству источников, что он читал, Ли был заносчивым и горделивым человеком.
«Однажды в… Голливуде» является вторым самым кассовым фильмом в карьере Тарантино, уступая лишь «Джанго освобождённому» ($366 млн против $425 млн соответственно). Прокат в Китае позволил бы ленте собрать ещё больше, однако из-за запрета это вряд ли удатстся. Примечательно, что «Джанго» так же в последний момент убрали из китайской прокатной сетки, объяснив это большим количество сцен с насилием.
Источник: Variety, Box Office Mojo

19.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",19.10.2019
«Беглец» с Харрисоном Фордом получит ремейк,"
«Беглец» с Харрисоном Фордом получит ремейк


Новости


 
 
 
 
 
 




Издание Deadline сообщает, что Альберт Хьюз («Альфа») возглавит перезапуск культового боевика 1993 года «Беглец», главную роль в котором исполнил Харрисон Форд. Фильм был снят по мотивам одноимённого сериала 1964-го.
Оригинальная лента рассказывает о несправедливо обвинённом в убийстве жены докторе Кимбле, который сбегает из-под стражи. На него тут же открывает охоту пристав Сэм Джерард, в то время как главный герой пытается найти тех, кто его подставил.
В настоящее время также разрабатывается сериальная версия «Беглеца» для Quibi, главные роли в котором исполняют Кифер Сазерленд и Бойд Холбрук.
Известно, что сценарий нового полнометражного проекта напишет Брайан Такер. Другие подробности пока не раскрываются.
Источник: Deadline

27.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.11.2019
«Бэтмен» с Робертом Паттинсоном нашел свою Женщину-кошку,"
«Бэтмен» с Робертом Паттинсоном нашел свою Женщину-кошку


Новости


 
 
 
 
 
 




Спустя долгие месяцы обсуждений, слухов и новостей Мэтт Ривз наконец утвердил актрису на роль Женщины-кошки в своём «Бэтмене» — ей станет Зои Кравиц. Именно её изначально постановщик хотел видеть в образе Селины Кайл, однако актриса не смогла сразу ответить утвердительно из-за своей занятости.
Напомним, что в картине Ривза мы не увидим традиционную историю происхождения героя, однако узнаем, как он стал главным защитником Готэма. Перед зрителями предстанет 30-летний Бэтмен, который использует максимум своих способностей, чтобы бороться с преступниками. По слухам, главным антагонистом выступит Загадочник, роль которого досталась Джоне Хиллу.
В настоящий момент продолжается кастинг в проект, съёмки которого стартуют в конце 2019-го — начале 2020 года.
Источник: Variety
 

15.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",15.10.2019
"«Веному» нашли новую противницу
 ","
«Веному» нашли новую противницу
 


Новости


 
 
 
 
 
 




Британская актриса Наоми Харрис присоединилась к касту «Венома 2». Она сыграет антагонистку Визг. Фильм снимает Энди Серкис.
Визг впервые стала известна широкой публике в 1990-е годы. Она была частью злодейского лагеря, выступавшего против Человека-паука, Венома и других. Визг состояла в романтических отношениях с Карнаджем, которого в первом фильме кратко исполнил Вуди Харрельсон.
В сиквеле вернутся Том Харди, Мишель Уильямс и Харрельсон. На днях появилась информация о том, что в «Веноме» засветится и Том Холланд в образе Спайдермена.
Первая часть собрала в мировом прокате 856 млн долларов, но была негативно воспринята критиками. Сценарий второго фильма написала Келли Марсел («Спасти мистера Бэнкса»).
Наоми Харрис вернётся в новом фильме «бондианы», «Не время умирать», а также сыграет в триллере «Чёрный и синий».
Источник: THR

19.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",19.10.2019
Свежий постер фантастического экшена «Битва за Землю»,"
Свежий постер фантастического экшена «Битва за Землю»


Новости


 
 
 
 
 
 




Подоспел новый постер научно-фантастического экшен-триллера «Битва за Землю», созданного режиссёром блокбастера «Восстание планеты обезьян» Рупертом Уайаттом.
События картины разворачиваются в Чикаго, который десять лет назад был оккупирован инопланетянами. Кто-то из местных жителей стал коллаборационистом, а кто-то не поддался мнению общественности. Но теперь, когда всё позади, и тем и другим приходится искать пути сосуществования.
Главные роли в фильме сыграли Джон Гудман и Вера Фармига, компанию им составили Мэделин Брюэр, Алан Рак, Джеймс Рэнсон, Д.Б. Суини, Машин Ган Келли, Кевин Данн, Бен Дэниэлс, Джонатан Мэйджорс и Лиззи Ли.
На российские жкраны «Битва за Землю» попадёт 2 мая.
 

27.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.01.2019
Уилл Смит и Мартин Лоуренс на съёмках третьих «Плохих парней»,"
Уилл Смит и Мартин Лоуренс на съёмках третьих «Плохих парней»


Новости


 
 
 
 
 
 




В Сети оказались новые фотографии со съёмок триквела «Плохих парней» под названием «Плохие парни навсегда», на которых запечатлены главные звёзды франшизы ‒ Уилл Смит с Мартином Лоуренсом. 
Согласно сюжету новой картины, Маркус Бёрнетт (Мартин Лоуренс) стал частным детективом, рассорившись с Майком Лоури (Уилл Смит), который переживает кризис среднего возраста и работает вместе с новым молодым и самоуверенным напарником. Тем не менее, Лоури не доверяет своему коллеге и всеми силами пытается наладить контакт с Бёрнеттом. В итоге старые друзья снова оказываются вместе, поскольку теперь им предстоит столкнуться с жестоким и крайне опасным наркобароном, мечтающим отомстить Лоури и Бёрнетту за гибель его брата.
За постановку комедийного боевика с бюджетом в $100 миллионов отвечают Адиль Эль Арби и Билал Фалла («Чёрное», «Изображение»), параллельно разрабатывающие «Полицейского из Беверли-Хиллз 4».
Текущую версию сценария создал Питер Крэйг («Город воров », «Голодные игры: Сойка-пересмешница»), переписавший ранние драфты от Криса Бремнера и Джо Карнахана. Обязанности продюсера вновь взял на себя Джерри Брукхаймер.
В широкий прокат «Плохие парни навсегда» попадут 17 января 2020-го.
    

13.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",13.02.2019
Киану Ривз на свежем кадре из «Джона Уика 3»,"
Киану Ривз на свежем кадре из «Джона Уика 3»


Новости


 
 
 
 
 
 




Опубликован новый кадр из боевика «Джон Уик 3: Парабеллум» с участием Киану Ривза. На российских экранах третий фильм о похождениях принципиального киллера окажется 16 мая.
Режиссёром ленты выступил Чэд Стахелски, работавший над двумя предыдущими частями экшен-франшизы, а сценарий вновь написал Дерек Кольстад. К своим ролям в триквеле вернутся Лоренс Фишбёрн, Иэн МакШэйн и Лэнс Реддик.
По слухам, Хироюки Санада («47 ронинов», «Росомаха: Бессмертный») воплотил образ центрального антагониста ‒ главы японского преступного синдиката. Также в касте значатся Холли Берри, Марк Дакаскос, Анжелика Хьюстон, Джейсон Манцукас, Азия Кэйт Диллон, Тайгер Ху Чен и Робби ДеРаффель.
 

04.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",04.01.2019
