head,text,date
Анджелина Джоли может получить ключевую роль в новом фильме Marvel,"
Анджелина Джоли может получить ключевую роль в новом фильме Marvel


Новости


 
 
 
 
 
 




Анджелина Джоли может стать частью нового супергеройского фильма киновселенной Marvel.
По информации от инсайдеров, Джоли может сыграть в грядущем проекте «Вечные», режиссёром которого станет Хлои Чжао («Наездник»). Фильм расскажет о расе сверхлюдей и их противостоянии с Девиантами. Подробности сюжета пока не разглашаются. По слухам, одной из сюжетных линий станет любовная история питающегося энергией космоса человека Икариса и представительницей Вечных по имени Серси.
Какую роль обсуждает Джоли, пока неизвестно. Ясно только, что звезда подобного масштаба может претендовать только на первый план.
 
Источник: The Hollywood Reporter

28.03.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",28.03.2019
Сюжет El Camino не повлияет на концовку «Лучше звоните Солу»,"
Сюжет El Camino не повлияет на концовку «Лучше звоните Солу»


Новости


 
 
 
 
 
 




На днях Netflix выпустил долгожданный приквел сериала «Во все тяжкие», в котором рассказывается, что случилось с Джесси Пинкманом после событий финала. Другой герой оригинального шоу — адвокат Сол — несколькими годами ранее также получил своё шоу, и теперь фанатов стал интересовать вопрос, окажет ли El Camino влияние на сюжет спин-оффа.
Создатель проектов Винс Гиллиган признался, что писал сценарий полнометражного фильма без ведома сценаристов «Лучше звоните Солу», однако созвал экстренное совещание с их участием сразу по окончанию работы над текстом, чтобы понять, не испортил ли он их планы.
 «Совместными усилиями мы попытались выяснить, какие могут возникнуть подводные камни, и, кажется, я не испортил «Лучше звоните Солу». Это был бы мой кошмар. Это чертовски хорошее шоу, и я не хотел бы сделать что-либо, что может его испортить» — признался Гиллиган.
Напомним, что недавно завершились съёмки пятого сезона «Лучше звоните Солу», который завершит историю героя в 2020 году.
Источник: The Hollywood Reporter

14.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",14.10.2019
"Netflix выкупил права на российский сериал «Лучше, чем люди»","
Netflix выкупил права на российский сериал «Лучше, чем люди»


Новости


 
 
 
 
 
 




Стриминговый сервис Netflix приобрёл права на показ российского sci-fi сериала «Лучше, чем люди» с Паулиной Андреевой в главной роли. Об этом рассказал генеральный продюсер проекта Эдуард Илоян.
Шоу, созданное видеосервисом Start и «Первым каналом», будет демонстрироваться под брендом Netflix Original. Инсайдер «Коммерсанта» утверждает, что сумма сделки составила рекордный для России $1 миллион.
До отчественного телеэфира «Лучше, чем люди» пока не добрался, однако все 16 эпизодов сериала уже были представлены в рамках цифровой платформы Start и онлайн-кинотеатра «Первого».
Ранее Netflix выкупил права на несколько российских телепроектов, в том числе «Мажора», «Метод», «Троцкого» и «Хождение по мукам». Однако ни один из них не попал в категорию Original, обеспечивающую сериалам масштабные промокампании.
 

11.01.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",11.01.2019
Закари Левай и Марк Стронг на кадре из «Шазама»,"
Закари Левай и Марк Стронг на кадре из «Шазама»


Новости


 
 
 
 
 
 




Появился свежий кадр из супергеройской экшен-комедии «Шазам!» с участием титульного персонажа в исполнении Закари Левая и его врага доктора Сиваны, сыгранного Марком Стронгом.
Внутри каждого из нас живёт супергерой ‒ нужно лишь немного магии, чтобы выпустить его наружу. В случае Билли Бэтсона (Эшер Энджел), 14-летнего приёмного ребёнка, достаточно выкрикнуть слово «Шазам!» (любезно предоставленное парнишке древним волшебником) и превратиться с его помощью во взрослого супергероя (Закари Левай). Но, несмотря на богоподобное тело, этот силач по-прежнему остаётся ребёнком, который наслаждается взрослой версией себя и использует новоприобретённые суперспособности для безудержного веселья. Может ли он летать? Есть ли у него рентгеновское зрение? Способен ли он пускать молнии из рук? Под силу ли ему пропустить тест по обществознанию? Шазаму предстоит проверить пределы своих способностей, сделав это с присущим ребёнку радостным безрассудством. Но времени на то, чтобы полностью овладеть магическими навыками, у Билли есть совсем немного, ведь ему нужно срочно побороть смертоносные силы зла, контролируемые доктором Таддеусом Сиваной (Марк Стронг).
Друзей Бэтсона сыграли Джек Дилан Грейзер, Йован Арманд, Йен Чен, Фэйт Херман, Д. Дж. Котрона, Адам Броди и Росс Батлер. Образ Волшебника воплотил Джимон Хонсу(«Стражи Галактики», «Константин»), а главная женская роль досталась Грэйс Фултон(«Проклятие Аннабель: Зарождение зла»).
Режиссёром выступил Дэвид Ф. Сандберг («И гаснет свет…», «Проклятие Аннабель: Зарождение зла»), снявший фильм по сценарию Генри Гэйдена («Внеземное эхо»). Одним из продюсеров проекта значится Питер Сэфрэн, ранее работавший с Сандбергом над «Проклятием Аннабель», а также над сольным «Акваменом» от Джеймса Вана.
 Российская премьера кинокомикса DC ожидается 4 апреля.
 

27.12.2018














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.12.2018
Coachella 2018: Вышел трейлер фильма о легендарном выступлении Бейонсе ,"
Coachella 2018: Вышел трейлер фильма о легендарном выступлении Бейонсе 


Новости


 
 
 
 
 
 




На Netflix выйдет документальный фильм «Возвращение домой» о концерте Бейонсе.
Режиссёром картины выступила сама певица. За основу сюжета взято выступление Бейонсе на музыкальном фестивале Coachella 2018. Помимо записи самого концерта, в фильм также вошли закулисные сцены.
Выступление известной поп-дивы на Coachella в прошлом году было одним из самых обсуждаемых событий. И дело не только в ярком шоу, но также и в том, что Бейонсе стала первой темнокожей исполнительницей за всю историю фестиваля.
Фильм будет доступен 17 апреля.
 




08.04.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",08.04.2019
«Вита и Вирджиния»: вышел первый трейлер мелодрамы,"
«Вита и Вирджиния»: вышел первый трейлер мелодрамы


Новости


 
 
 
 
 
 




Картина «Вита и Вирджиния» обзавелась новым трейлером. Главные роли в фильме исполнили Элизабет Дебики и Джемма Артертон.
В фильме описывается история яркого романа между двумя замужними писательницами, Вирджинией Вулф (Дебики) и Витой Сэквилл-Уэст. В 1920-х годах в Лондоне Вита вдохновляет Вирджинию на создание нового романа, попутно влюбляясь и преодолевая социальные нормы.
Фильм сняла Чания Баттон («Ни пуха, ни праха»). Премьера состоялась на кинофестивале в Торонто. Помимо Дебики и Артертон, в фильме снимались Изабелла Росселлини, Руперт Пенри-Джонс и Питер Фердинандо.
Картина основана на личных письмах Вульф и Сэквилл-Уэст, а также на пьесе британского драматурга Айлин Эткинс.
В России лента выйдет 6 июня.
 




21.04.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",21.04.2019
Студия Universal перенесла премьеру «Форсажа 9»,"
Студия Universal перенесла премьеру «Форсажа 9»


Новости


 
 
 
 
 
 




Universal Pictures объявили новую дату релиза девятой части экшен-франшизы «Форсаж» ‒ вместо 9 апреля 2020-го блокбастер окажется в широком прокате 22 мая того же года.
Режиссёрское кресло «Форсажа 9» (как и заключительного десятого фильма) займёт Джастин Лин, ранее снявший четыре фильма цикла. Над сценарием работает Дэниэл Кэйси («Кин»).
Подробности о сюжете на данный момент держатся в тайне, известно лишь, что одним из мест действия может стать Африка. К своим ролям вернутся Вин Дизель, Мишель Родригес и Тайриз Гибсон.
Дуэйн Джонсон же заявил, что его участие в проекте пока находится под вопросом, однако актёр появится вместе с Джейсоном Стэйтэмом в предстоящем спин-оффе «Хоббс и Шоу». Выход шпионского боевика ожидается 1 августа.
 

17.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",17.02.2019
Бокс-офис США: «Скайуокер. Восход» снова всех опередил,"
Бокс-офис США: «Скайуокер. Восход» снова всех опередил


Новости


 
 
 
 
 
 




Девятый эпизод «Звёздных войн» заработал на втором уик-энде ещё 72 млн долларов, вновь оказавшись лидером проката. Общемировые сборы картины составили 725 млн, поэтому можно сказать, что касса стремительно движется к миллиарду. Однако вопрос о том, сможет ли фильм Джей Джей Абрамса обогнать «Последних джедаев», остаётся открытым.
На второй строчке расположился сиквел «Джуманджи», собрав ещё 35,5 млн долларов и тем самым увеличив свои общемировые сборы до 460 млн. Вполне вероятно, что сиквел будет анонсирован уже скоро.
Премьерный уик-энд принёс «Маленьким женщинам» 16,52 млн долларов и третье место в рейтинге. В спину ему дышит «Холодное сердце 2» со своими 16,5 млн. Мультфильм также стал третьим самым кассовым проектом 2019 года. А замыкает пятёрку другая анимационная картина «Камуфляж и шпионаж», заработавшая 13,2 млн долларов. В российском прокате лента окажется 9 января.
Источник: Box Office Mojo

30.12.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",30.12.2019
Объявлен лонг-лист номинантов на «Оскар» за лучшие спецэффекты,"
Объявлен лонг-лист номинантов на «Оскар» за лучшие спецэффекты


Новости


 
 
 
 
 
 




Американская Киноакадемия поделилась длинным списком претендентов на «Оскар» в категории «Лучшие спецэффекты». Всего он состоит из двадцати картин.
Как и ожидалось, в лонг-лист попали такие крупные блокбастеры этого года, как «Мстители: Финал», «Аладдин», «Звёздные войны: Скайуокер. Восход», «Алита: Боевой ангел», «Гемини», «Король Лев» и др. Также в списке оказались куда более скромные картины, в числе которых «Ирландец» Мартина Скорсезе, снятый с использованием технологии омоложения. Кроме того, в списке оказался мюзикл «Кошки», реакция на трейлер которого не самая утешительная для его создателей, как раз из-за визуальной составляющей.
К концу декабря появится шорт-лист из десяти претендентов, а сами номинанты будут объявлены 13 января 2020 года. Вручение премии пройдёт 9 февраля.
Источник: Пресс-служба «Оскара»

05.12.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",05.12.2019
Слух: Зелёная Стрела может получить свой фильм в киновселенной DC,"
Слух: Зелёная Стрела может получить свой фильм в киновселенной DC


Новости


 
 
 
 
 
 




Этой осенью сериал «Стрела» телеканала CW закрывается после финального восьмого сезона. Однако у поклонников персонажа есть возможность в скором времени увидеть персонажа вновь, но уже на большом экране. По данным источника издания We Got This Covered студия Warner Bros. рассматривает создание сольного фильма об Оливере Куине. Информация не подтверждена, однако, учитывая кассовый успех последних проектов расширенной вселенной DC, у Стрелы есть все шансы.
Напомним, что в сериале роль супергероя исполняет . В финальном сезоне ему предстоит столкнуться с новыми врагами и закончить старые дела. «Стрела» выходит в эфир CW с 2012 года.
 
Источник: We Got This Covered

29.05.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",29.05.2019
Дж. К. Симмонс может не вернуться к роли комиссара Гордона,"
Дж. К. Симмонс может не вернуться к роли комиссара Гордона


Новости


 
 
 
 
 
 




Во время недавней беседы с порталом Collider оскароносный Дж. К. Симмонс обсудил своё будущее в киновселенной DC, где актёр воплощает образ комиссара готэмской полиции Джима Гордона.
По словам Симмонса, существует вероятность того, что он и вовсе не вернётся к своей роли: «За последнее время ничего не изменилось. Кое-какие переговоры ведутся, но я не буду выносить их на публику. Насколько мне известно, в обозримом будущем я вряд ли получу возможность вновь сыграть комиссара Гордона. Но я настроен оптимистично и надеюсь, что это всё же произойдёт».
Ранее предполагалось, что актёр предстанет в образе комиссара Гордона в грядущем сольном «Бэтмене». Однако подробности о сюжете фильма по-прежнему держатся в тайне, и вполне возможно, что режиссёр и сценарист Мэтт Ривз захочет выбрать иное направление для своего проекта и обновить актёрский состав. 
 

27.11.2018














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.11.2018
Первые кадры из «Однажды в Голливуде» Квентина Тарантино,"
Первые кадры из «Однажды в Голливуде» Квентина Тарантино


Новости


 
 
 
 
 
 




Журнал Vanity Fair поделился порцией кадров и фото со съёмок ретро-триллера Квентина Тарантино «Однажды в Голливуде» с участием Брэда Питта, Марго Робби, Леонардо ДиКаприо и Аль Пачино. Премьера картины намечена на 26 июля.
Действие сюжета разворачивается в 1969-м году. Актёр Рик Далтон (Леонардо ДиКаприо) ‒ бывшая звезда некогда популярного телевестерна «Bounty Law» ‒ вместе со своим дублёром Клиффом Бутом (Брэд Питт) безуспешно пытается сделать карьеру в Голливуде, который изменился до неузнаваемости за последние годы. Однако вскоре выясняется, что у Рика есть знаменитая соседка ‒ актриса Шэрон Тэйт (Марго Робби), жена режиссёра Романа Полански, впоследствии жестоко убитая членами секты Чарльза Мэнсона (Дэймон Херриман).
По словам самого Тарантино, «Однажды в Голливуде» имеет много общего с «Криминальным чтивом», в том числе в плане структуры сюжета и атмосферы. «Я работал над сценарием в течение пяти лет и прожил в округе Лос-Анджелес большую часть своей жизни, включая 1969 год, когда мне было семь лет», ‒ сообщил режиссёр. «Я невероятно рад возможности рассказать историю о тех Лос-Анджелесе и Голливуде, которых больше не существует. Также я безумно счастлив поработать с динамичным дуэтом ДиКаприо и Питта в образах Рика и Клиффа».
Также в актёрском составе значатся Тим Рот, Майкл Мэдсен, Курт Расселл, Брюс Дёрн, Тимоти Олифант, Джеймс Марсден, Скут МакНэйри, Дэмиэн Льюис, Дакота Фаннинг, Люк Перри, Эмиль Хирш, Маргарет Куэлли, Клифтон Коллинз-мл., Николас Хэммонд, Кит Джефферсон, Майк Мо, который воплотит образ культового актёра и мастера боевых искусств Брюса Ли, а также Рафаль Заверуха, получивший роль молодого режиссёра Романа Полански.
        

25.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.01.2019
Стала известна дата выхода второго сезона «Полового воспитания»,"
Стала известна дата выхода второго сезона «Полового воспитания»


Новости


 
 
 
 
 
 




Netflix опубликовал баннер к сериалу «Половое воспитание», благодаря которому стало известно, что второй сезон появится на стриминговом сервисе 21 января 2020 года. ко второму сезону. 
Первый сезон «Полового воспитания» вышел в январе 2019 года и вскоре после этого был продлён на второй. Главные роли в нём исполнили Эйса Баттерфилд, Джиллиан Андерсон, Эмма Макки, Кедар Уильямс-Стирлинг и др.
Сериал рассказывает о скромном подростке Отисе, который вместе со своей отвязной подругой Мэйв организовывает в школе секс-консультации. В этом ему помогают знания, полученные от матери-терапевта.

ÇA VIENT ! ÇA VIENT ! ÇA VIENT ! ÇA VIENNT ! ÇA VIENNNNNNT !!!!!!!!!!!

		Sex Education saison 2, le 17 janvier. pic.twitter.com/gFZgBcrwyS
	— Netflix France (@NetflixFR) November 25, 2019
 
25.11.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.11.2019
"Вышел новый трейлер «Шазама» из киновселенной DC
 ","
Вышел новый трейлер «Шазама» из киновселенной DC
 


Новости


 
 
 
 
 
 




Warner Bros. и DC Films показали новый тизер-трейлер супергеройской экшен-комедии «Шазам!». Российская премьера блокбастера с Закари Леваем в заглавной роли намечена на 4 апреля.
Внутри каждого из нас живёт супергерой ‒ нужно лишь немного магии, чтобы выпустить его наружу. В случае Билли Бэтсона (Эшер Энджел), 14-летнего приёмного ребёнка, достаточно выкрикнуть слово «Шазам!» (любезно предоставленное парнишке древним волшебником) и превратиться с его помощью во взрослого супергероя (Закари Левай). Но, несмотря на богоподобное тело, этот силач по-прежнему остаётся ребёнком, который наслаждается взрослой версией себя и использует новоприобретённые суперспособности для безудержного веселья. Может ли он летать? Есть ли у него рентгеновское зрение? Способен ли он пускать молнии из рук? Под силу ли ему пропустить тест по обществознанию? Шазаму предстоит проверить пределы своих способностей, сделав это с присущим ребёнку радостным безрассудством. Но времени на то, чтобы полностью овладеть магическими навыками, у Билли есть совсем немного, ведь ему нужно срочно побороть смертоносные силы зла, контролируемые доктором Таддеусом Сиваной (Марк Стронг).
Друзей Бэтсона сыграли Джек Дилан Грейзер, Йован Арманд, Йен Чен, Фэйт Херман, Д. Дж. Котрона, Адам Броди и Росс Батлер. Образ Волшебника воплотил Джимон Хонсу («Стражи Галактики», «Константин»), а главная женская роль досталась Грэйс Фултон («Проклятие Аннабель: Зарождение зла»).
Режиссёром выступил Дэвид Ф. Сандберг («И гаснет свет…», «Проклятие Аннабель: Зарождение зла»), снявший фильм по сценарию Генри Гэйдена («Внеземное эхо»). Одним из продюсеров проекта значится Питер Сэфрэн, ранее работавший с Сандбергом над «Проклятием Аннабель», а также над сольным «Акваменом» от Джеймса Вана.
 




21.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",21.01.2019
Том Харди и Шарлотта Райли снова стали родителями,"
Том Харди и Шарлотта Райли снова стали родителями


Новости


 
 
 
 
 
 




Том Харди и Шарлотта Райли праздуют радостное событие. Накануне 37-летняя актриса родила второго сына. По словам друзей пары, мальчика решили назвать Форрест в честь любимого фильма Шарлотты.
Точную дату рождения малыша не разглашают. Как правило, Харди и Райли держат свою личную жизнь в секрете. Том с большой неохотой рассказывает про свою семью в интервью.
Напомним, что в октябре 2015 года у Тома и Шарлотты уже родился ребёнок и тоже мальчик. Кроме того, у актёра есть ещё один сын от бывшей подруги Рэйчел Спид. Мальчика зовут Луи.
 
 

13.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",13.01.2019
Спайк Ли не рад победе «Зелёной книги» на «Оскаре»,"
Спайк Ли не рад победе «Зелёной книги» на «Оскаре»


Новости


 
 
 
 
 
 




Спайк Ли по-настоящему разозлился после победы «Зелёной книги» Питера Фаррелли на прошедшем «Оскаре». Когда роуд-муви получило первую награду за сценарий, режиссёр попытался покинуть зал, но не успел. К счастью, его картина «Чёрный клановец» принимала следующую награду. 
Однако когда Джулия Робертс объявила главную картину года, Ли попытался вновь покинуть зал Dolby. В то время, как создатели «Зелёной книги» принимали награды и благодарили своих близких, в аудитории разростался настоящий конфликт: Спайк Ли затеял ссору с Джорданом Пилом, который не давал ему демонстративно уйти с церемонии.
По информации журналистов Эндрю Далтона и Пита Хаммонда, присутствующих на церемонии, Ли решил залить горе алкоголем, когда началось оскаровское афтепати.    
 

25.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.02.2019
Объявлен актерский состав сериала Marvel «Хелстром»,"
Объявлен актерский состав сериала Marvel «Хелстром»


Новости


 
 
 
 
 
 




Основанный на комиксах Marvel сериал о детях Сатаны «Хелстром» наконец определился с актёрским составом. Том Остин («Отбросы») исполнит роль Дэймона Хелстрома, а его экранную сестру Анну сыграет Сидни Леммон («Бойтесь ходячих мертвецов»). Также к касту присоединились Элизабет Марвел, Ариана Гуэрра, Роберт Уиздом и другие.
Проект уже запущен в активное производство, и создатели также признались, что сериал будет очень мрачным. Шоураннером проекта выступает Пол Збышевски.
Всего в первом сезоне будет десять эпизодов, которые выйдут на онлайн-платформе Hulu в 2020 году.
 
Источник: Deadline

09.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",09.10.2019
Netflix показали тизер нового сезона «Очень странных дел»,"
Netflix показали тизер нового сезона «Очень странных дел»


Новости


 
 
 
 
 
 




Стриминговый сервис Netflix выпустил дебютный тизер к горячо ожидаемому третьему сезону «Очень странных дел», в котором объявил названия грядущих восьми эпизодов.
1. «Сьюзи, ты меня слышишь?»
2. «Лоботрясы из супермаркета»
3. «Дело о пропавшем телохранителе»
4. «Тест Сауны»
5. «Источник»
6. «День рождения»
7. «Укус»
8. «Битва за Старкорт»
Действие сюжета развернётся в 1985 году. Обязанности шоураннеров вновь взяли на себя братья Мэтт и Росс Даффер, пообещавшие, что новый сезон станет масштабнее по сравнению с предыдущим.
К своим ролям вернутся Милли Бобби Браун, Финн Вулфард, Гэтен Мэтараззо, Ноа Шнапп, Калеб МакЛафлин, Вайнона Райдер, Дэвид Харбор, Чарли Хитон, Наталия Дайер, Джо Кири, Сэди Синк и другие. Кроме того, в 3 сезоне появятся Майя Турман-Хоук и Франческа Реале.
Возвращение популярной фантастической теледрамы на малые экраны ожидается летом 2019 года.
 




10.12.2018














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",10.12.2018
Фильму-приквелу «Клана Сопрано» нашли молодого Тони Сопрано,"
Фильму-приквелу «Клана Сопрано» нашли молодого Тони Сопрано


Новости


 
 
 
 
 
 




Ранее стало известно, что в фильме-приквеле «Клана Сопрано» появится Тони Сопрано, чей образ в оригинальном сериале воплотил ныне покойный Джеймс Гандольфини.
Как сообщают Deadline, молодую версию персонажа сыграет 19-летний сын Гандольфини, Майкл Гандольфини, отметившийся участием в «Двойке».
По словам сценариста Дэвида Чэйза и режиссёра Алана Тэйлора, Майкл попал в каст картины вовсе не из-за его родственных связей: перед этим актёр прошёл «длительную серию прослушиваний». Благодаря своему пониманию характера Тони Сопрано и умению отобразить его манерность Гандольфини-младший и был утверждён на роль.
События ленты под названием «Многие святые Ньюарка» развернутся в 1960-х годах и затронут Ньюаркские массовые восстания, происходившие в июле 1967-го.
Ранее актёрский состав пополнили Вера Фармига («Заклятие»), Джон Бернтал («Каратель»), Кори Столл («Человек-муравей»), Билли Магнуссен («Ночные игры») и Алессандро Нивола («Афера по-американски»), которому досталась роль Ричарда «Дики» Молтисанти – дяди Тони Сопрано и отца Кристофера Молтисанти (Майкл Империоли).
Дата релиза приквела «Клана Сопрано» пока что держится в тайне.
 

23.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",23.01.2019
Слух: «Звездный путь» может получить еще три новых фильма,"
Слух: «Звездный путь» может получить еще три новых фильма


Новости


 
 
 
 
 
 




На днях стало известно, что постановщик Ной Хоули возьмёт в руки штурвал четвёртой части «Звёздного пути», о планах на которую было объявлено ещё в 2016 году. Также в разработке находится ещё один фильм по вселенной, которым может заняться Квентин Тарантино. Но на этом история не заканчивается.
Сейчас источники издания We Got This Covered докладывают, что Paramount задумала снять как минимум ещё три фильма звёздной франшизы. Таким образом, начиная с четвёртого фильма зрители могут увидеть своеобразную новую трилогию.
Также по неподтверждённым слухам в картину может вернуться Крис Хемсворт в роли Джорджа Кирка, однако официального объявления каста ещё не было.
Источник: We Got This Covered

25.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.11.2019
Появился трейлер четвертого сезона «Ривердэйла»,"
Появился трейлер четвертого сезона «Ривердэйла»


Новости


 
 
 
 
 
 




Вышел полноценный трейлер нового сезона подросткового сериала «Ривердэйл».
В ролике Арчи отвечает на телефонный звонок, который изменит его жизнь навсегда. Главным героям предстоит выпускной год в школе, полный новый секретов, скандалов и запутанных отношений.
Напомним, что съёмки четвёртого сезона были временно остановлены из-за смерти актёра Люка Перри, игравшего одного из центральных персонажей.
Премьера состоится 9 октября.
 




07.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",07.10.2019
