head,text,date
«Звездные войны: Восхождение Скайуокера»: отрывок в стиле «Безумного Макса»,"Disney опубликовал отрывок с погоней в пустыне из девятой части «Звездных войн» («Star Wars: The Rise of Skywalker»).События фильма разворачиваются после «Последних Джедаев». Фильм завершает невероятную историю семьи Скайвокеров, которая длится уже более 40 лет. Джей Джей Абрамс снял фильм по сценарию написанному вместе с  с Крисом Террио («Лига Справедливости»).Кэрри Фишер опять вернется к роли Леи Органы. Спустя несколько лет после смерти будут использованы уже отснятые материалы. Также вероятны сцены с цифровой CGI копией.Проект обещает дать ответы на все загадки из предыдущих серий. Вас ждут старые и новые герои, уникальные миры и незабываемые путешествия в глубины космоса. Это будет настоящий грандиозный финал фантастической саги!В фильме играют: Дэйзи Ридли, Джон Бойега, Адам Драйвер; Марк Хэмилл, Билли Ди Уильямс, Лупита Нионго; Оскар Айзек, Кери Рассел, Донал Глисон, Кэрри Фишер, Ричард Э. Грант.Кэтлин Кеннеди, Мишель Рейван и Абрамс спродюсировали проект.Премьера фильма состоится 19 декабря 2019 года.Похожее"," 27 ноября, 2019  - 20:20 "
«Джентльмены»: семь персонажных роликов криминальной комедии Гая Ричи,"Компания STX Entertainment опубликовала пачку персонажных роликов для семи! героев криминальной комедии Гая Ричи «Джентльмены» («The Gentlemen»).Ричи написал сценарий и срежиссировал бальзам на душу фанатов «Карты деньги два ствола» и «Большой Куш».В фильме играют: обладатель Золотого Глобуса Колин Фаррелл; Мэтью МакКонахи («Пляжный бомж»); Чарли Ханнэм («Сыны Анархии»);  Генри Голдинг («Сумасшедшие богатые азиаты»); Хью Грант («Паддингтон 2»), Джереми Стронг («Наследники») и Мишель Докери («Аббатство Даунтон»).Ричи написал сценарий вместе с Марном Дэвисом и Айваном Аткинсоном. Он также стал продюсером фильма. Нам обещают проект, который станет идейным миксом фильмов «Сексуальная тварь» и «Аббатство Даунтон».Действие фильма происходит в Лондоне. Классический английский наркобарон будет пытаться продать свою прибыльную империю семье миллиардеров из Оклахомы. Визуальный коктейль Ричи будет подан с обилием типичного для «Куша» и «Карты, деньги, два ствола» веселья.Премьера фильма состоится 13 февраля 2020 года.Мэтью МакКонахи: Хью Грант: Чарли Ханнэм: Колин Фаррелл: Джереми Стронг:Мишель Докери: Генри Голдинг: Похожее"," 19 декабря, 2019  - 22:33 "
«Новый папа»: стала известна дата премьеры сериала о схватке Малковича и Лоу,"HBO анонсировал дату премьеры сериала «Новый папа», в котором главных героев сыграли Джуд Лоу и Джон Малкович.Продолжение сериала «Молодой папа» дебютирует на НВО уже 13 января 2020 года. В этом сезоне будет 10 эпизодов, а премьера каждого последующего состоится по понедельникам.Паоло Соррентино снял все серии и написал сценарий вместе с Умберто Контарелло и Стефано Бизесом.В новом сезоне также играют: Сильвио Орландо; Хавьер Камара, Людивин Санье, Шэрон Стоун и Мэрилин Мэнсон.В конце первого сезона Ленни Белардо впал в кому, а значит нужно выбирать нового папу… Он выбран. Но Пий тринадцатый выходит из комы, а значит в католическом мире теперь два папы!Похожее"," 27 ноября, 2019  - 20:13 "
Звезда «Стражей Галактики» сыграет в седьмой и восьмой части экшен-франчайза «Миссия невыполнима» ,"Пом Клементьефф, которая играет персонажа Мантис в кинематографической вселенной Marvel, присоединилась к касту седьмого и восьмого фильма «Миссия: Невыполнима».Режиссер очень успешных 5 и 6 частей Кристофер Маккуори загадал в своем Instagram загадку: «Как будет роковая женщина по-французски?»Использование термина «роковая женщина» звучит так, будто персонаж Клементьев доставит Итану Ханту (Тома Круза) некоторые неприятности. Фанаты уже ждут возможную стычку Клементьефф и Ребекки Фергюсон.Недавно Том Круз присматривал локации для своих следующих проектов в Киеве. Значит мы вполне можем увидеть погоню на Троещине или гонки на катерах по Днепру.Премьера «Миссия: Невыполнима 7» уже назначена на 23 июля 2021 года.Премьера «Миссия: Невыполнима 8» состоится 25 августа 2022 года.Похожее"," 21 ноября, 2019  - 22:30 "
«Чужак»: появился озвученный трейлер мистического триллера Стивена Кинга,"Древнее зло портит жизнь футбольному тренеру Терри Мейтленду в озвученном трейлере мистического триллера «Чужак» («The Outsider»).В сериале играют: Бен Мендельсон, Дерек Сесил; Саммер Фонтана, Макс Бисли, Синтия Эриво и Джейсон Бейтман.Роман «Чужак», опубликованный в прошлом году, рассказывает о жестоком преступлении, которое пытается раскрыть детектив Ральф Андерсон. Однако выясняется, что нахождение преступника еще не означает конец расследования.11-летний мальчик жестоко убит в городском парке. Свидетельства очевидцев и отпечатки пальцев не оставляют никаких сомнений: преступник — один из самых любимых и популярных граждан города Флинт — Терри Мейтленд, тренер молодежной команды, учитель английского языка, муж и отец двух дочерей. У Мейтленда есть железное алиби. Но Андерсон и окружной прокурор получают неопровержимое доказательство — следы ДНК. Дело кажется очевидным, но автор Стивен Кинг, поэтому героев ждет встреча с вампиром-маньяком меняющим личины. Премьера стартует 12 января 2020 года. В сезоне будет 10 серий. Похожее"," 18 ноября, 2019  - 18:29 "
"Джон Хэмм, Адам Драйвер и Кори Столл в трейлере триллера «Отчёт о пытках»","Потоковый сервис Prime Video опубликовал трейлер своего триллера «Отчёт о пытках» («The Report») с Адамом Драйвером, Кори Столлом и Джоном Хэммом.Скотт З. Бёрнс снял фильм по собственному сценарию. Драйвер сыграл Джонса — чиновника идеалиста, который должен расследовать программу арестов и допросов ЦРУ внедренную после нападений 11 сентября. Постоянное стремление Джонса к истине приводит его к ужасающим фактам, которые показывают, как американское разведывательное агентство изменилось с момента атаки 2001 года.В фильме также играют: Эвандер Дак мл., Линда Пауэлл, Аннетт Бенинг и Сандра Лэндерс.Премьера в отдельных кинотеатрах стартует 15 ноября 2019 года. Спустя две недели — 29 ноября, фильм станет доступен на платформе Prime Video.Похожее"," 17 октября, 2019  - 21:33 "
«Подлинная история банды Келли»: трейлер и постер австралийского вестерна с Чарли Ханнэмом и Расселом Кроу," Компания Memento Films опубликовала постер и трейлер криминального драматического вестерна «Подлинная история банды Келли» («True History of the Kelly Gang»).  Джастин Курзель («Кредо Ассассина») снял фильм по сценарию Шона Гранта и Питера Кэри.Фильм экранизирует одноименный роман Питера Кэри, который рассказывает о Неде Келли и его знаменитой банде столкнувшейся с австралийскими властями в 1870-х годах. Фильм исследует размытые границы между тем, что плохо, и тем, что хорошо. А в сердце этой истории лежит разрушительная и мощная история любви между матерью и сыном.В фильме играют: Джордж Маккэй, Эсси Дэвис, Николас Холт, Томасин МакКензи, Чарли Ханнэм и Рассел Кроу.Премьера фильма стартует 27 февраля 2020 года.Похожее"," 30 ноября, 2019  - 08:25 "
«Кризис на Бесконечных Землях»: постер и трейлер супергеройского пятисерийного кроссовера DC,"Канал The CW опубликовал первый постер и трейлер пятисерийного супергеройского междусобойчика DC «Кризис на Бесконечных Землях» («Crisis on Infinite Earths»).«Кризис на Бесконечных Землях» будет выходить в эфир в течение пяти ночей:«Супергерл» — в воскресенье, 8 декабря;«Бэтвумен» — в понедельник, 9 декабря;«Флэш» — вторник, 10 декабря;«Стрела» и «Легенды завтрашнего дня» — вторник, 14 января 2020! года.Флэша, Бэтвумен, Черную молнию, Супергерл и Легенд завтрашнего дня просят объединить усилия. Ведь нужно спасти мультивселенную от надвигающегося кризиса.Оригинальная серия комиксов за авторством Марва Волфмана и Джорджа Переса выходила в 1985-86 годах. Посмотрим насколько сценаристы вдохновлялись событиями комикса. Ведь в оригинале Анти-Монитор (злой аналог Монитора) уничтожил различные Земли в Мультивселенной DC и создал единую вселенную DC, не говоря уже о гибели главных персонажей, таких как Супергёрл и Флэш.Похожее"," 26 ноября, 2019  - 17:58 "
«Лео из Толедо»: Джо Карнахан опять снимет боевик с Мелом Гибсоном и Фрэнком Грилло," Мел Гибсон и Фрэнк Грилло снова объединят творческие усилия. Дуэт актеров снова встретится на съемочной площадке фильма режиссера Джо Карнахана. Гибсон и Грилло сыграют главные роли в боевике «Лео из Толедо» («Leo From Toledo»).Фильм расскажет историю бывшего киллера из Канзаса, у которого проблемы с памятью. Герой становится мишенью своих бывших коллег и у него минимум времени, чтобы спасти свою дочь и внучку.Актеры недавно уже работали вместе на съемочной площадке предыдущего фильма Карнахана под названием «Уровень босса» (у горе локализаторов превратился в «Квант времени»), который выйдет в кинотеатрах в 2020 году.Джо Карнахан известен в основном как режиссер боевиков («Команда А», «Драйвер на ночь», «Водила»). Сценарий фильма написал Дэн Кейси.Съемки стартуют в первом квартале 2020 года.Похожее"," 6 ноября, 2019  - 19:04 "
Один из «Старков» станет злодеем во «Властелине колец»,"Заарканив сценариста и продюсера Брайана Когмана в начале этого года, Amazon на днях подписала еще одного участника «Игры престолов» в свой новый двухсотмиллионный проект «Властелин колец».Им стал актер Джозеф Моул, который в сериале HBO сыграл Бенджена Старка. Во «Властелине колец» он станет главным злодеем Средиземья, которого будут звать Орен.На данный момент в фентезийную команду уже зачислены: Уилл Полтер («Солнцестояние»), Маркелла Кавен («Пикник у Висячей скалы») и Макс Болдри («Годы»).Конкретные подробности сюжета держатся в секрете, но мы знаем, что действие будет происходить во время Второй Эпохи Средиземья, которая завершилась финальной битвой между Последним Союзом Эльфов и Людей и силами Саурона.Amazon Studios готовы начать съемки в Новой Зеландии в ближайшие месяцы.Премьера сериала состоится в 2021 году.Похожее"," 23 октября, 2019  - 10:59 "
DC Universe продлила супергеройский сериал «Титаны» на третий сезон,"Еще не закончив трансляцию второго сезона потоковая платформа DC Universe объявила о продлении супергеройского сериала «Титаны» («Titans») на третий.Сериал вернется на платформу DC Universe в сентябре или октябре 2020 года.«Титанами» занимаются исполнительные продюсеры Акива Голдсман, Джефф Джонс, Грег Берланти и Сара Шехтер.В сериале играют: Брендон Туэйтс, Анна Диоп, Тиган Крофт и Райан Поттер.Приключенческий сериал рассказывает о группе молодых супергероев. Робин оставил роботу с Бэтменом позади, чтобы стать лидером бесстрашной группы новых героев, которая поможет решать самые сложные проблемы включая интриги демона Тригона.Второй сезон шоу закончится тринадцатым эпизодом 29 ноября  2019 года.Похожее"," 11 ноября, 2019  - 22:57 "
«Дикинсон»: AppleTV+ опубликовал новый трейлер комедийного сериала с Хейли Стайнфелд,"Потоковый сервис AppleTV + опубликовал второй трейлер биографического комедийного сериала «Дикинсон» («Dickinson») с Хейли Стайнфелд в главной роли.Хейли сыграла поэтессу Эмили Дикинсон, девушку, которая бросает вызов правилам и устоям общества в начале 19-го века.Создатель, сценарист и исполнительный продюсер сериала — Алена Смит.Также в сериале играют: Джейн Краковски,  Анна Барышников, Адриан Энскоу и Элла Хант.Премьера сериала состоится 1 ноября 2019 года. Похожее"," 18 октября, 2019  - 17:37 "
Disney+ выпустил ролик об «актерах» экранизации мультфильма «Леди и бродяга»,"Новый ролик к фильму Disney+ «Леди и бродяга» («Lady and the Tramp») рассказывает о главных героях, большую часть из которых сыграли животные найденные в приютах!Чарли Бин срежиссировал фильм. Он наиболее известен по мультсериалам «Самурай Джек» и «Лаборатория Декстера». Бригхэм Тейлор сподюсировал проект. Эндрю Буяльски написал сценарий.Леди — избалованная кокер-спаниель, принадлежащая состоятельной семье, а Бродяга – дворняга. После того, как у ее владельцев появляется ребенок, Леди выкидывают на улицу. Когда Леди оказывается в опасности, Бродяга спасает ее и пытается научить, что в жизни на улице больше радости. Приключения приводят к любви «героев».В оригинале озвучкой займутся: Тесса Томпсон — Леди, Джастин Теру — Бродяга, Эшли Дженсен — Джеки, Бенедикт Вонг, Джанель Моне и Артуро Кастро. Томас Манн и Кирси Клемонс играют человеческих владельцев главных героев.Премьера фильма на сервисе Disney+ стартует 12 ноября 2019 года.Похожее"," 8 ноября, 2019  - 11:58 "
"«Чужак», «Барри», «Перри Мейсон» и другие проекты в трейлере новинок HBO 2020 года","Канал HBO опубликовал стильный трейлер своих новинок на 2020 год. Нас ждут новые сезоны «Мира Дикого Запада», «Барри», «Праведных Джемстоунов»; «Наследники», «Белая Ворона».Также нас ждут премьеры новинок: «Чужак», «Страна Лавкрафта», «Отыграть назад», «Перри Мейсон», «Пятая авеню» и другие суперхиты впереди!Похожее"," 4 ноября, 2019  - 18:54 "
«Шестеро вне закона»: опубликован новый экшен трейлер «Побывайте в Италии»,"Потоковый сервис Netflix опубликовал второй трейлер боевика Майкла Бэя «Шестеро вне закона» («6 Underground») с Райаном Рейнольдсом.Проверенные парни — Пол Верник и Ретт Риз («Дэдпул 1 и 2», «Зомбиленд»), написали наполненный экшеном сценарий фильма, основанный на оригинальной идее о шестерке ушедших в подполье миллиардеров. Они объединяются в отряд, чтобы охотится на преступников и вершить свое правосудие.Бэй известен за свою любовь к взрывным проектам, и на первом месте тут именно взрывы, а не проекты. Он является одним из самых коммерчески успешных кинематографистов современного Голливуда.Также в фильме играют: Бен Харди, Адриа Архона и Дэйв Франко.Дэвид Эллисон из Skydance, Дана Голдберг и Дон Грейнджер спродюсировали проект вместе с Беем. Риз и Верник стали исполнительными продюсерами.Премьера стартует 13 декабря 2019 года.Похожее"," 14 ноября, 2019  - 16:46 "
«Грешники»: трейлер третьего сезона криминальной антологии с Биллом Пулманом и Мэттом Бомером,"Канал USA опубликовал трейлер третьего сезона многосерийной криминальной  антологии «Грешники» («The Sinner») с Биллом Пулманом и Мэттом Бомером.В новом сезоне детектив Гарри Эмброуз (Билл Пулман) начинает обычное расследование трагической автомобильной аварии на окраине Дорчестера, в северной части штата Нью-Йорк. В ходе расследования Эмброуз натыкается на скрытое преступление, которое становится самым опасным и тревожным случаем в его карьере. Мэтт Бомер сыграет Джейми — преуспевающего жителя Дорчестера, который обращается к Эмброузу за поддержкой после несчастного случая.Дерек Саймондс является исполнительным продюсером и шоураннером третьего сезона.Премьера сезона состоится в 2020 году.Похожее"," 18 октября, 2019  - 18:12 "
«Ведьмак»: в сети выложили Балладу Лютика и главную музыкальную тему сериала,"Композиторы Соня Белоусова и Джона Остинелли, которые провели последние несколько месяцев, создавая музыку для сериала «Ведьмак», выпустили первые два трека к самой ожидаемой премьере декабря. Первая из песен — лейтмотив главного героя Геральта из Ривии, а вторая — баллада Лютика под названием «Брось монету своему Ведьмаку» в исполнении Джои Бэйти.Музыкальная тема «Геральт из Ривии» станет одной из  первых музыкальных тем, которую услышат зрители сериала. Как и знаменитая тема «Игры престолов» она призвана стать самым узнаваемым музыкальным элементом проекта.Премьера первого сезона стартует 20 декабря 2019 года.«Брось монету своему Ведьмаку»:Музыкальная тема «Геральт из Ривии»:Похожее"," 8 декабря, 2019  - 19:26 "
«Занос»: Кая Скоделарио в трейлере драматического сериала о фигурном катании,"Потоковый сервис Netflix опубликовал трейлер спортивного драматического сериала «Занос» («Spinning Out») с Каей Скоделарио («Пираты Карибского Моря») в главной роли.Действие 10-ти серийного сезона будет разворачиваться в мире соревнований по фигурному катанию.Проектом занимается Саманта Стреттон («Мистер Мерседес»).Фигуристка Кейт Бейкер выбывает из соревнований после катастрофического падения. После восстановления она может продолжать выступать только в паре.В напарники ей достается настоящий плохиш. На пути к олимпийской мечте Кейт и ее партнера ждут разногласия, израненные тела и души, психические проблемы и финансовые жертвы.Также в сериале играют: Митчелл Эдвардс, Светлана Ефремова, Чарли Хьюсон и Уилл Кемп.Премьера сериала стартует 1 января 2020 года.Похожее"," 11 декабря, 2019  - 09:39 "
Звезда второго «Zомбилэнда» снялась в провокационной фотосессии для журнала Rollacoaster,"Звезда фильмов «Zомбилэнд: Контрольный выстрел»,  «Матрица времени» и «Взрослые игры» Зои Дойч снялась в провокационной фотосессии для журнала Rollacoaster.Кстати, премьера комедийного боевика «Zомбилэнд 2» стартовала 24 октября!                           Похожее"," 25 октября, 2019  - 18:02 "
Вышел финальный музыкальный трейлер новой драмы от Стивена Содерберга «Прачечная»,"Мэрил Стрип, Гари Олдман, Шэрон Стоун и Антонио Бандерас в финальном трейлере драмы Стивена Содерберга «Прачечная» («The Laundromat»). Фильм основан на скандальном Панамского досье посвященном расследованию незаконных денежных операций в офшорах дельцами со всего мира.Эллен Мартин расследует обычное мошенничество в сфере страхования, это приводит к двум юридическим партнерам из Панама-Сити, которые устроили гигантскую прачечную по отмыву денег богачами со всей коррумпированной мировой финансовой системы.В фильме также играют: Алекс Петтифер и Роберт Патрик.Премьера фильма стартует 18 октября 2019 года.Похожее"," 17 октября, 2019  - 21:39 "
Ченнинг Татум разрабатывает экранизацию комикса «Maкс»,"Компания Ченнинга Татума Free Association и Vertigo Entertainment Роя Ли объединяются для адаптации серии культовых комиксов Сэма Кита «Макс» («The Maxx»).Серия выпущенная издательством Image Comics в 1993 году, рассказывает историю персонажа, который существует как в реальном мире, так и в альтернативной реальности, известной как Пангея/Задворки. В реальном мире он — бездомный, которого часто считают психически больным, и чей единственный друг — социальный работник Джули Уинтерс. Тем не менее, на Задворках он является супергероем в маске, который служит защитником Королевы джунглей — Джули, которая не знает о существовании этой альтернативной реальности.«Макс» в 1995 году был экранизирован в виде 13-серийного анимационного сериала, который помог комиксу достичь культового статуса.На данный момент ведутся переговоры о том, будет это фильм или сериал.Похожее"," 30 ноября, 2019  - 08:50 "
«Мидуэй»: вышли четыре персонажных тизера военного эпика от Роланда Эммериха,"Студия Lionsgate опубликовала четыре персонажных тизера (два из которых с отличным экшеном) к историческому боевику «Мидуэй» («Midway») от режиссера Ролана Эммериха.Эммерих снял фильм по сценарию Уэса Тука.В фильме играют: Люк Эванс («Красавица и чудовище»), Вуди Харрельсон («Соло»), Мэнди Мур («Синяя бездна»); Патрик Уилсон («Аквамен»), Ник Джонас («Братья Джонас»), Аарон Экхарт («Падение Олимпа»); Деннис Куэйд («Радиоволна») и Эд Скрейн («Игра престолов»).Основываясь на реальной истории «Битвы за Мидуэй», поворотной точке на Тихоокеанском плацдарме Второй мировой войны, фильм расскажет о героических и мучительных подвигах солдат и авиаторов, которые совершили невероятное, чтобы переломить ход войны.«Мидуэй» будут продюсировать: Роланд Эммерих, Харальд Клозер («2012») и Марк Гордон («Спасение рядового Райана»).Премьера фильма состоится 28 ноября 2019 года.Эд Скрейн:Мэнди Мур:Патрик Уилсон:Ник Джонас:Похожее"," 8 ноября, 2019  - 12:28 "
Мариса Томей сыграет вместе с Джейсоном Момоа в боевике «Малышка»,"Лауреат премии «Оскар» Мариса Томей сыграет вместе с Джейсоном Момоа и Изабеллой Монер в боевике от Netflix «Малышка» («Sweet Girl»).Режиссер Брайан Эндрю Мендоса снимет фильм по сценарию Грегга Гурвица и Филиппа Эйснера.Фильм покажет нам мстительного Момоа, который сыграет горюющего мужа, готового мстить людям, ответственным за смерть его жены, в то же время защищая свою дочь.В фильме также сыграют: Мануэль Гарсия-Рулфо, Раза Джаффри, Адрия Архона, Джастин Барта и Лекс Скотт Дэвис.Дата премьеры пока не разглашается.Похожее"," 25 декабря, 2019  - 18:17 "
«Ирландец»: Netflix выпустил ролики «Аль Пачино» и «Актерская игра»,"Чтобы поддержать сегодняшнюю премьеру гангстерского триллера «Ирландец» («The Irishman») от гениального режиссера Мартина Скорсезе, потоковый сервис выпустил несколько новых промороликов.«Ирландец» — это эпическая история режиссера Мартина Скорсезе о гангстерах в послевоенной Америке. Мы ее увидим глазами ветерана Второй мировой войны Фрэнка Ширана. Фрэнк стал мошенником и наемным убийцей, работающим на самых известных преступников 20-го века. Действие саги происходит в течение нескольких десятилетий. Зрители примут участие в жестоком путешествии, во время которого будет раскрыто закулисье криминальной жизни, внутренней борьбы за влияние и криминальные связи с миром политики.Кстати, у фильма отменный хронометраж в 210 минут, а это на секундочку три с половиной часа!Фильм с участием Роберта Де Ниро, Аль Пачино; Джо Пеши и Харви Кейтеля выйдет на потоковом сервисе 27 ноября 2019 года.Пачино:Актерство:Похожее"," 27 ноября, 2019  - 20:01 "
«Курьер»: вышел озвученный трейлер экшена с Ольгой Куриленко и Гэри Олдманом,"Гэри Олдман («Темные времена») и Ольга Куриленко («Джонни Инглиш 3») столкнутся в озвученном трейлере боевика «Курьер» («The Courier»).Режиссером фильма стал Закари Адлер («Восхождение пехотинца 3»).Куриленко играет курьера, очередная доставка, которой накрывается медным тазом. Она обнаруживает, что в последней посылке находится бомба, предназначенная для убийства её клиента. Ведь тот собирается дать показания против безжалостного криминального босса.Марк Голдберг («Окончательный счет»), Джеймс Эдвард Баркер («Мара»); Дэвид Харинг («Панды») и Эндрю Прендергаст («Американский экзорцизм») спродюсировали проект.Также в фильме играют: Дермот Малруни, Уильям Моусли, Алисия Агнесон и Крэйг Конуэй.Премьера фильма стартует с 12 декабря 2019 года. В озвучке:Оригинал:Похожее"," 25 октября, 2019  - 17:23 "
«Кошки»: появился постер и три новых ролика к супердорогому мюзиклу,"Студия Universal Pictures опубликовала новый постер и три телеролика к мюзиклу «Кошки» («Cats») с Иэном Маккелленом и Джуди Денч. Также на днях стало известно, что у фильма производственный бюджет 230 миллионов долларов, а вместе с тратами на промоушен он вообще зашкаливает за 300 миллионов. Это астрономическая сумма даже для Голливуда.К примеру, бюджет последних вышедших на данный момент «Звездных Войн», напичканных под завязку спецэффектами, со всеми потрохами составил всего $245 миллионов.Том Хупер снял мюзикл по сценарию написанному вместе с Т. С. Элиотом и Ли Холлом.Мюзикл «Кошки» был создан в начале 80-х годов Эндрю Ллойдом Уэббером. С тех пор мюзикл является одним из четырех самых популярных спектаклей на Бродвее. Его действие происходит в течение одной ночи, во время которой кошки встречаются и рассказывают свои истории.В фильме играют:  Тейлор Свифт, Идрис Эльба, Ребел Уилсон, Джуди Денч, Джеймс Корден; Рэй Уинстон, Дженнифер Хадсон, Лоран Буржуа и Лори Дэвидсон.Фильм стартует в кинотеатрах 5 марта 2020 года.Чудо:Скрестить лапы:Кто это будет:Похожее"," 26 ноября, 2019  - 16:33 "
«Матрица 4»: Джессика Хенвик может стать новой Нео,"Согласно последним сообщениям из лагеря студии Warner, одного из главных героев четвертой «Матрицы» должна сыграть Джессика Хенвик, которую не нужно представлять поклонникам сериалов «Игра престолов» и «Железный кулак». Говорят, что режиссер Лана Вачовски лично хочет, чтобы героиня сыграла важную роль в фильме. Вместе с Ланой разработкой сценария занимались Александр Хемон и Дэвид Митчелл.Если актриса подпишет контракт на участие в фильме, она присоединится к актерскому составу, в котором уже участвуют Яхья Абдул-Матин II («Аквамен») и Нил Патрик Харрис («Блог Доктора Ужасного»). Киану Ривз и Кэрри-Энн Мосс вернутся к своим ролям и в новой трилогии.Съемочная группа начнет работу в феврале 2020 года. Съемки пройдут в Чикаго. Также стало известно, что четвертая «Матрица» получила рабочее название: «Проект Ice Cream».Официальная дата релиза пока не разглашается, но можно предположить, что культовый фантастический франчайз вернется на большие экраны в 2021 году.Похожее"," 17 октября, 2019  - 17:14 "
Роберт Дауни мл. играет прототип Айболита в озвученном трейлере семейного фильма «Дулиттл»,"Студия Universal Pictures опубликовала озвученный трейлер семейной приключенческой комедии «Дулиттл» («Dolittle») с Робертом «Уже не железяка» Дауни мл.Стивен Гейган («Золото») срежиссирует фильм по сценарию Тома Шеппарда, в очередной раз экранизирующего серию детских книг писателя Хью Лофтинга.Знакомьтесь, это доктор Дулитл, и он умеет говорить с животными. Благодаря незаурядному таланту, хороший врач помогает животным, и не только в вопросах, связанных со здоровьем. Комедийный семейный фильм «Дулиттл» — это новая экранизация известной истории.Кстати, цикл произведений советского детского писателя Корнея Чуковского о докторе Айболите написан под влиянием произведений Лофтинга — об этом Чуковский сам вспоминал в своих мемуарах. Вот полный список звезд, чьими голосами говорят животные в оригинальной озвучке:Рами Малек — горилла Чи-Чи,Октавия Спенсер — утка Даб-Даб,Кумэйл Нанджиани — страус Плимптон,Джон Сина — белый медведь Йоши,Марион Котийяр — лиса Туту,Кармен Эджого — львица Регина,Крейг Робинсон — мышь Флеминг иФрэнсис де ла Тур.А также:Эмма Томпсон — попугай Полинезия,Селена Гомес — жираф Бетси,Том Холланд — собака Джип иРальф Файнс — тигр Барри.Все они присоединятся к актерскому составу, который включает Роберта Дауни-младшего, Антонио Бандераса и Майкла Шейна.Премьера фильма стартует 9 января 2020 года.На русском:На украинском:В оригинале:Похожее"," 17 октября, 2019  - 22:00 "
